tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
122,helloflight,UA-6273-YYC-SFO,7:35 am,7:41 am,9:43 am,8:33 am
123,helloflight,UA-828-SFO-ORD,11:08 pm,7:22 am,5:11 am,7:10 pm
124,helloflight,CO-4888-IAH-DAL,5:30 pm,5:38 pm,6:40 pm,6:19 pm
125,helloflight,UA-858-PVG-SFO,1:45 pm,1:50 pm (+8:00),8:27 am,7:50 am
126,helloflight,UA-2704-DTW-PHX,11:15 am,11:47 am,1:40 pm,1:52 pm
127,helloflight,AA-3063-SLC-LAX,8:20 pm,8:40 pm,9:20 pm,9:12 pm
128,helloflight,UA-2708-EWR-CLT,2:55 pm,3:04 pm,4:53 pm,4:22 pm
129,helloflight,UA-62-IAH-EWR,2:30 pm,7:22 am,7:03 pm,7:10 pm
130,helloflight,UA-1500-IAH-GUA,8:55 am,7:22 am,11:45 am,7:10 pm
131,helloflight,AA-3804-PHL-ORD,2:35 pm,2:44 pm,4:05 pm,3:36 pm
132,helloflight,AA-1917-JFK-MCO,2:55 pm,3:28 pm,5:55 pm,5:39 pm
133,helloflight,AA-2268-PHX-ORD,7:15 am,7:22 am,11:35 am,11:04 am
134,helloflight,AA-4277-CVG-JFK,12:10 pm,12:11 pm,2:15 pm,1:42 pm
135,helloflight,AA-2957-DFW-CVG,7:55 am,8:04 am,11:05 am,10:58 am
136,helloflight,UA-37-EDI-EWR,9:05 am,7:22 am,11:53 am,7:10 pm
137,helloflight,AA-789-ORD-DEN,1:05 pm,1:20 pm,2:35 pm,2:49 pm
138,helloflight,AA-415-BOS-ORD,8:35 am,8:55 am,10:40 am,10:12 am
139,helloflight,AA-85-JFK-SFO,3:05 pm,3:38 pm,6:30 pm,6:30 pm
140,helloflight,AA-3979-CVG-ORD,7:30 am,8:04 am,8:00 am,7:59 am
141,helloflight,AA-3786-IAH-ORD,4:00 pm,4:12 pm,6:40 pm,6:11 pm
142,helloflight,AA-271-MIA-LAX,11:35 am,11:52 am,2:25 pm,2:21 pm
143,helloflight,CO-50-CLE-EWR,2:55 pm,7:22 am,4:49 pm,7:10 pm
144,helloflight,UA-3099-PHX-PHL,11:55 am,11:55 am,6:17 pm,5:34 pm
145,helloflight,AA-4198-ORD-CLE,10:40 am,10:55 am,12:55 pm,12:37 pm
146,helloflight,AA-404-MIA-MCO,6:45 am,6:58 am,7:45 am,7:37 am
147,helloflight,CO-45-EWR-MIA,4:00 pm,7:22 am,7:05 pm,7:10 pm
148,helloflight,AA-3809-PHX-LAX,6:00 am,6:11 am,6:40 am,6:15 am
149,helloflight,AA-59-JFK-SFO,7:10 am,7:40 am,10:45 am,10:52 am
150,helloflight,AA-222-LAX-BOS,7:10 am,7:32 am,3:30 pm,3:12 pm
151,boston,AA-3859-IAH-ORD,7:10 am,7:16 am,9:40 am,9:22 am
152,boston,CO-1586-IAH-MCO,7:00 pm,7:42 pm,10:15 pm,10:23 pm
153,boston,AA-518-MIA-JFK,6:40 am,6:54 am,9:25 am,9:12 am
154,boston,UA-397-JFK-SFO,8:00 am,8:49 am,11:55 am,11:35 am
155,boston,UA-3925-IAD-ORF,8:41 am,9:01 am,9:54 am,9:40 am
156,boston,AA-1733-ORD-PHX,7:45 pm,7:59 pm,10:30 pm,10:39 pm&nbsp(Estimated)
157,boston,AA-3-JFK-LAX,12:00 pm,12:12 pm,3:15 pm,3:10 pm
158,boston,UA-2830-MCO-CLT,3:27 pm,3:50 pm,5:05 pm,5:17 pm
159,boston,CO-58-DEN-IAH,11:25 am,12:37 pm,2:50 pm,3:25 pm
160,boston,UA-5487-SFO-MRY,10:39 am,10:53 am,11:19 am,11:18 am
161,boston,AA-204-LAX-MCO,11:25 pm,Not Available,6:55 am Dec 02,Not Available
162,boston,UA-414-LAX-SFO,6:00 am,6:10 am,7:23 am,7:10 am
163,boston,CO-1614-LAX-IAH,12:30 am,12:58 am,5:35 am,5:23 am
164,boston,UA-2726-FLL-PHL,4:00 pm,4:10 pm,6:46 pm,6:25 pm
165,boston,CO-52-IAH-LAX,7:35 am,7:56 am,9:21 am,9:09 am
166,boston,CO-1090-BOS-IAH,9:45 am,10:35 am,1:16 pm,1:09 pm
167,boston,AA-616-DFW-DTW,9:05 am,10:11 am,12:35 pm,1:18 pm
168,boston,UA-3515-IAD-MSP,8:15 am,8:26 am,10:06 am,9:54 am
169,boston,AA-3468-CVG-MIA,7:00 am,7:25 am,9:55 am,9:42 am
170,boston,AA-484-DFW-MIA,4:15 pm,4:30 pm,7:55 pm,7:35 pm
171,boston,AA-1886-BOS-MIA,10:45 am,10:55 am,2:20 pm,1:34 pm
172,boston,CO-62-IAH-EWR,2:30 pm,2:59 pm,7:03 pm,6:59 pm
173,boston,CO-1561-PHX-IAH,8:05 am,8:18 am,11:35 am,11:26 am
174,boston,UA-2314-ATL-PHL,2:55 pm,3:04 pm,5:00 pm,4:45 pm
175,boston,AA-446-DFW-PHL,11:50 am,12:13 pm,3:50 pm,4:09 pm
176,boston,CO-1023-IAH-DEN,11:40 am,12:06 pm,1:17 pm,1:12 pm
177,boston,AA-466-IAH-MIA,6:00 am,6:09 am,9:20 am,9:00 am
178,boston,UA-3050-PHX-CLT,11:05 am,11:45 am,4:57 pm,5:03 pm
179,boston,CO-89-IAH-EWR,6:00 am,6:17 am,10:20 am,10:18 am
180,boston,CO-1088-CLE-IAH,8:40 am,9:01 am,10:54 am,10:47 am
181,boston,AA-1664-MIA-ATL,10:15 am,10:19 am,12:10 pm,11:50 am
182,boston,AA-1279-DFW-PHX,1:00 pm,2:04 pm,2:35 pm,3:19 pm
183,boston,UA-854-SFO-IAH,7:53 am,8:07 am,1:39 pm,1:27 pm
184,boston,UA-382-IAD-LAX,12:30 pm,12:56 pm,3:19 pm,3:20 pm
185,boston,AA-4344-ORD-DTW,11:45 am,12:14 pm,2:00 pm,2:01 pm
186,boston,UA-257-JFK-SFO,2:30 pm,2:43 pm,6:15 pm,5:28 pm
187,boston,UA-2945-PHL-CLT,12:00 pm,12:08 pm,1:45 pm,1:14 pm
188,boston,CO-63-EWR-IAH,5:25 pm,5:38 pm,8:22 pm,7:55 pm
189,boston,CO-47-IAH-LAX,7:10 pm,8:36 pm,8:56 pm,9:38 pm
190,boston,AA-2050-ORD-MIA,10:40 am,11:06 am,2:45 pm,2:37 pm
191,boston,UA-248-PHX-ORD,12:57 pm,7:22 am,5:15 pm,7:10 pm
192,boston,AA-4330-CVG-ORD,3:35 pm,3:36 pm,4:00 pm,3:25 pm
193,boston,AA-1434-DFW-MCO,7:15 am,7:22 am,10:35 am,10:29 am
194,boston,AA-1640-MIA-MCO,6:30 pm,Not Available,7:25 pm,Not Available
195,boston,AA-4307-ORD-DTW,6:45 pm,6:56 pm,9:10 pm,8:43 pm
196,boston,CO-1694-LAX-IAH,7:15 pm,Not Available,12:21 am,Not Available
197,boston,UA-843-LAX-ORD,1:55 pm,2:38 pm,7:53 pm,7:53 pm
198,boston,CO-1193-EWR-MCO,9:15 am,9:58 am,12:18 pm,12:03 pm
199,boston,AA-3842-MSP-ORD,6:00 am,6:57 am,7:30 am,7:51 am
200,boston,AA-643-MIA-ORD,7:10 am,7:31 am,9:35 am,9:29 am
201,boston,AA-1007-MIA-PHX,4:55 pm,5:09 pm,8:05 pm,7:53 pm
202,boston,UA-2906-PHL-MCO,3:50 pm,4:46 pm,6:23 pm,6:36 pm
203,boston,UA-938-DEN-ORD,4:16 pm,4:37 pm,7:35 pm,7:26 pm
204,boston,AA-1221-MCO-ORD,8:00 pm,8:23 pm,9:45 pm,9:49 pm
205,boston,CO-16-LAX-EWR,10:25 am,10:37 am,6:44 pm,6:13 pm
206,boston,UA-2515-DFW-CLT,7:05 am,7:31 am,10:31 am,10:45 am
207,boston,AA-400-DFW-JFK,10:40 am,11:02 am,2:59 pm,2:56 pm
208,boston,UA-664-ORD-PHL,1:33 pm,1:48 pm,4:31 pm,4:18 pm
209,boston,AA-3756-ORD-SLC,12:15 pm,12:42 pm,2:45 pm,2:52 pm
210,boston,UA-37-EWR-MCO,1:29 pm,2:01 pm,4:17 pm,4:06 pm
211,boston,AA-1522-SFO-ORD,11:55 pm,7:22 am,5:50 am,7:10 pm
212,boston,UA-233-LAX-JFK,4:25 pm,Not Available,12:29 am,Not Available
213,boston,AA-3823-LAX-DEN,9:00 pm,Not Available,12:15 am,Not Available
214,boston,AA-2312-DFW-DTW,8:25 pm,Not Available,11:50 pm,Not Available
215,boston,AA-1165-JFK-MIA,6:59 am,7:23 am,10:34 am,9:58 am
216,boston,AA-431-MIA-SFO,8:35 am,8:52 am,11:50 am,11:40 am
217,boston,UA-3373-IAD-PHL,8:29 am,8:37 am,9:24 am,9:11 am
218,boston,AA-649-ORD-SNA,1:30 pm,Not Available,3:50 pm,Not Available
219,boston,CO-1250-MIA-IAH,2:53 pm,3:17 pm,4:48 pm,4:55 pm
220,boston,UA-6273-YYC-SFO,7:35 am,7:41 am,9:43 am,8:41 am
221,boston,UA-828-SFO-ORD,11:08 pm,7:22 am,5:11 am,7:10 pm
222,boston,CO-4888-IAH-DAL,5:30 pm,7:22 am,6:40 pm,7:10 pm
223,boston,UA-858-PVG-SFO,1:45 pm,12:45 am,8:27 am,7:58 am
224,boston,UA-2704-DTW-PHX,11:15 am,11:47 am,1:40 pm,2:02 pm
225,boston,AA-3063-SLC-LAX,8:20 pm,8:40 pm,9:20 pm,9:11 pm
226,boston,UA-2708-EWR-CLT,2:55 pm,3:04 pm,4:53 pm,4:24 pm
227,boston,UA-62-IAH-EWR,2:30 pm,2:59 pm,7:03 pm,6:59 pm
228,boston,UA-1500-IAH-GUA,8:55 am,9:43 am,11:45 am,12:10 pm
229,boston,AA-3804-PHL-ORD,2:35 pm,2:44 pm,4:05 pm,3:36 pm
230,boston,AA-1917-JFK-MCO,2:55 pm,3:28 pm,5:55 pm,5:34 pm
231,boston,AA-2268-PHX-ORD,7:15 am,7:23 am,11:35 am,11:07 am
232,boston,AA-4277-CVG-JFK,12:10 pm,12:11 pm,2:15 pm,1:40 pm
233,boston,AA-2957-DFW-CVG,7:55 am,8:05 am,11:05 am,11:00 am
234,boston,UA-37-EDI-EWR,9:05 am,9:05 am,11:53 am,12:00 pm
235,boston,AA-789-ORD-DEN,1:05 pm,1:20 pm,2:35 pm,3:01 pm
236,boston,AA-415-BOS-ORD,8:35 am,8:56 am,10:40 am,10:10 am
237,boston,AA-85-JFK-SFO,3:05 pm,3:38 pm,6:30 pm,6:36 pm
238,boston,AA-3979-CVG-ORD,7:30 am,8:04 am,8:00 am,7:57 am
239,boston,AA-1544-SAN-ORD,11:25 am,11:41 am,5:25 pm,4:52 pm
240,boston,AA-3786-IAH-ORD,4:00 pm,4:12 pm,6:40 pm,6:09 pm
241,boston,AA-271-MIA-LAX,11:35 am,11:52 am,2:25 pm,2:18 pm
242,boston,AA-2525-DFW-MIA,7:25 am,7:40 am,11:10 am,10:53 am
243,boston,CO-50-CLE-EWR,2:55 pm,4:02 pm,4:49 pm,5:09 pm
244,boston,UA-3099-PHX-PHL,11:55 am,11:55 am,6:17 pm,5:35 pm
245,boston,AA-4198-ORD-CLE,10:40 am,10:55 am,12:55 pm,12:48 pm
246,boston,AA-404-MIA-MCO,6:45 am,6:58 am,7:45 am,7:32 am
247,boston,CO-45-EWR-MIA,4:00 pm,4:15 pm,7:05 pm,6:33 pm
248,boston,AA-3809-PHX-LAX,6:00 am,6:11 am,6:40 am,6:07 am
249,boston,AA-59-JFK-SFO,7:10 am,7:40 am,10:45 am,11:00 am
250,boston,AA-222-LAX-BOS,7:10 am,7:32 am,3:30 pm,3:09 pm
251,weather,AA-3859-IAH-ORD,7:10 am,7:22 am,9:40 am,7:10 pm
252,weather,AA-518-MIA-JFK,6:40 am,6:54 am,9:25 am,9:09 am
253,weather,UA-397-JFK-SFO,8:00 am,8:49 am,11:55 am,11:34 am
254,weather,UA-3925-IAD-ORF,8:41 am,7:22 am,9:54 am,7:10 pm
255,weather,AA-1733-ORD-PHX,7:45 pm,7:22 am,10:30 pm,7:10 pm
256,weather,AA-1640-MIA-MCO,6:30 pm,6:56 pm,7:25 pm,7:35 pm
257,weather,UA-2830-MCO-CLT,3:27 pm,7:22 am,5:05 pm,7:10 pm
258,weather,CO-58-DEN-IAH,11:25 am,7:22 am,2:50 pm,7:10 pm
259,weather,AA-1544-SAN-ORD,11:25 am,7:22 am,5:25 pm,7:10 pm
260,weather,UA-5487-SFO-MRY,10:39 am,7:22 am,11:19 am,7:10 pm
261,weather,AA-204-LAX-MCO,11:25 pm,11:58 pm,6:55 am Dec 02,7:02 am
262,weather,UA-414-LAX-SFO,6:00 am,7:22 am,7:23 am,7:10 pm
263,weather,AA-3756-ORD-SLC,12:15 pm,7:22 am,2:45 pm,7:10 pm
264,weather,UA-2726-FLL-PHL,4:00 pm,7:22 am,6:46 pm,7:10 pm
265,weather,CO-1090-BOS-IAH,9:45 am,7:22 am,1:16 pm,7:10 pm
266,weather,AA-3468-CVG-MIA,7:00 am,7:22 am,9:55 am,7:10 pm
267,weather,UA-3515-IAD-MSP,8:15 am,7:22 am,10:06 am,7:10 pm
268,weather,AA-484-DFW-MIA,4:15 pm,7:22 am,7:55 pm,7:10 pm
269,weather,CO-62-IAH-EWR,2:30 pm,7:22 am,7:03 pm,7:10 pm
270,weather,AA-446-DFW-PHL,11:50 am,7:22 am,3:50 pm,7:10 pm
271,weather,AA-466-IAH-MIA,6:00 am,6:09 am,9:20 am,8:50 am
272,weather,UA-3050-PHX-CLT,11:05 am,7:22 am,4:57 pm,7:10 pm
273,weather,CO-89-IAH-EWR,6:00 am,7:22 am,10:20 am,7:10 pm
274,weather,CO-1088-CLE-IAH,8:40 am,7:22 am,10:54 am,7:10 pm
275,weather,AA-1886-BOS-MIA,10:45 am,7:22 am,2:20 pm,7:10 pm
276,weather,AA-1664-MIA-ATL,10:15 am,10:19 am,12:10 pm,11:50 am
277,weather,AA-3979-CVG-ORD,7:30 am,7:22 am,8:00 am,7:10 pm
278,weather,AA-1279-DFW-PHX,1:00 pm,2:04 pm,2:35 pm,3:13 pm
279,weather,CO-1614-LAX-IAH,12:30 am,7:22 am,5:35 am,7:10 pm
280,weather,AA-616-DFW-DTW,9:05 am,10:11 am,12:35 pm,1:11 pm
281,weather,AA-4344-ORD-DTW,11:45 am,7:22 am,2:00 pm,7:10 pm
282,weather,UA-2945-PHL-CLT,12:00 pm,7:22 am,1:45 pm,7:10 pm
283,weather,AA-2525-DFW-MIA,7:25 am,7:40 am,11:10 am,10:52 am
284,weather,AA-271-MIA-LAX,11:35 am,11:52 am,2:25 pm,2:17 pm
285,weather,AA-2050-ORD-MIA,10:40 am,11:06 am,2:45 pm,2:36 pm
286,weather,AA-1434-DFW-MCO,7:15 am,7:22 am,10:35 am,10:34 am
287,weather,CO-1561-PHX-IAH,8:05 am,7:22 am,11:35 am,7:10 pm
288,weather,AA-4307-ORD-DTW,6:45 pm,7:22 am,9:10 pm,7:10 pm
289,weather,AA-3-JFK-LAX,12:00 pm,12:12 pm,3:15 pm,3:09 pm
290,weather,CO-1694-LAX-IAH,7:15 pm,7:22 am,12:21 am,7:10 pm
291,weather,UA-843-LAX-ORD,1:55 pm,7:22 am,7:53 pm,7:10 pm
292,weather,CO-1193-EWR-MCO,9:15 am,7:22 am,12:18 pm,7:10 pm
293,weather,AA-3842-MSP-ORD,6:00 am,7:22 am,7:30 am,7:10 pm
294,weather,AA-643-MIA-ORD,7:10 am,7:31 am,9:35 am,9:23 am
295,weather,UA-2906-PHL-MCO,3:50 pm,7:22 am,6:23 pm,7:10 pm
296,weather,UA-938-DEN-ORD,4:16 pm,7:22 am,7:35 pm,7:10 pm
297,weather,AA-1221-MCO-ORD,8:00 pm,7:22 am,9:45 pm,7:10 pm
298,weather,CO-16-LAX-EWR,10:25 am,7:22 am,6:44 pm,7:10 pm
299,weather,UA-2515-DFW-CLT,7:05 am,7:22 am,10:31 am,7:10 pm
300,weather,AA-400-DFW-JFK,10:40 am,11:02 am,2:59 pm,2:52 pm
301,weather,UA-664-ORD-PHL,1:33 pm,7:22 am,4:31 pm,7:10 pm
302,weather,AA-1522-SFO-ORD,11:55 pm,12:11 am,5:50 am,5:49 am
303,weather,UA-233-LAX-JFK,4:25 pm,4:30 pm,12:29 am,11:56 pm
304,weather,AA-3823-LAX-DEN,9:00 pm,7:22 am,12:15 am,7:10 pm
305,weather,AA-2312-DFW-DTW,8:25 pm,8:44 pm,11:50 pm,11:54 pm
306,weather,AA-1165-JFK-MIA,6:59 am,7:23 am,10:34 am,9:56 am
