index,provider_number,name,address_1,address_2,address_3,city,state,zip,county,phone,type,owner,emergency_service,condition,measure_code,measure_name,score,sample,state_average
43.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,xl,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86.0,185.0,al_scip-vte-1
44.0,10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83.0,184.0,al_scip-vte-2
45.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80.0,20.0,al_ami-1
46.0,x0005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,60.0,5.0,al_ami-2
47.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,xl,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100.0,2.0,al_ami-3
48.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,0.0,al_ami-4
49.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100.0,5.0,al_ami-5
50.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100.0,0.0,al_ami-7a
51.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,xl,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,100.0,0.0,al_ami-8a
52.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78.0,110.0,al_hf-1
53.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,160.0,al_hf-2
54.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90.0,69.0,al_hf-3
55.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94.0,34.0,al_hf-4
56.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97.0,172.0,al_pn-2
57.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97.0,120.0,al_pn-xb
58.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97.0,98.0,al_pn-4
59.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,211.0,al_pn-5c
60.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92.0,175.0,al_pn-6
61.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81.0,118.0,al_pn-7
62.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36.0,14.0,al_scip-card-2
63.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96.0,168.0,al_scip-inf-1
64.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93.0,167.0,al_scip-inf-2
65.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95.0,158.0,al_scip-inf-3
66.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100.0,0.0,al_scip-inf-4
67.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,237.0,al_scip-inf-6
68.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78.0,76.0,al_scip-vte-1
69.0,10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74.0,76.0,al_scip-vte-2
70.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97.0,159.0,al_amx-1
71.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96.0,247.0,al_ami-2
72.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93.0,43.0,al_ami-3
73.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,103.0,al_ami-4
74.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96.0,227.0,al_ami-5
75.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100.0,0.0,al_ami-7a
76.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,98.0,61.0,al_ami-8a
77.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,79.0,217.0,al_hf-1
78.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97.0,259.0,al_hf-2
79.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82.0,84.0,al_hf-3
80.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,53.0,al_hf-4
81.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90.0,174.0,al_pn-2
82.0,1000x,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95.0,137.0,al_pn-3b
83.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100.0,65.0,al_pn-4
84.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,xl,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,200.0,al_pn-5c
85.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91.0,138.0,al_pn-6
86.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88.0,85.0,al_pn-7
87.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96.0,107.0,al_scip-card-2
88.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99.0,457.0,al_scip-inf-1
89.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99.0,462.0,al_scip-inf-2
90.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94.0,439.0,al_scip-inf-3
91.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89.0,130.0,al_scip-inf-4
92.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,619.0,al_scip-inf-6
93.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95.0,242.0,al_scip-vte-1
94.0,10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92.0,242.0,al_scip-vte-2
95.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-1,heart attack patients given aspirin at arrival,60.0,5.0,al_ami-1
96.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50.0,2.0,al_ami-2
97.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100.0,0.0,al_ami-3
98.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,axi-4,heart attack patients given smoking cessation advice/counseling,100.0,0.0,al_ami-4
99.0,10007,mizell memorial hospital,702 n main st,,,opp,xl,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,100.0,2.0,al_ami-5
100.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100.0,0.0,al_ami-7a
101.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,100.0,0.0,al_ami-8a
102.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hfx1,heart failure patients given discharge instructions,98.0,59.0,al_hf-1
103.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87.0,76.0,al_hf-2
104.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64.0,14.0,al_hf-3
105.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,8.0,al_hf-4
106.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87.0,85.0,al_pn-2
107.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78.0,64.0,al_pn-3b
108.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100.0,28.0,al_pn-4
109.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pnx5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95.0,87.0,al_pn-5c
110.0,10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88.0,57.0,al_pn-6
