index,provider_number,name,address_1,address_2,address_3,city,state,zip,county,phone,type,owner,emergency_service,condition,measure_code,measure_name,score,sample,state_average
11,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffxeld,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75.0,4.0,al_ami-3
12,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,4.0,al_ami-4
13,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,86.0,14.0,al_ami-5
14,1xx19,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
15,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0.0,al_ami-8a
16,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80.0,114.0,al_hf-1
17,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,149.0,al_hf-2
18,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92.0,3.0,al_hf-3
19,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,empty,empty,Sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,41.0,al_hf-4
20,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98.0,270.0,al_ami-1
21,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99.0,516.0,al_ami-2
22,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attaxk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96.0,71.0,al_ami-3
23,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,hearx axxack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,244.0,al_ami-4
24,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99.0,441.0,al_ami-5
25,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,334793870,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
26,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72.0,40.0,al_ami-8a
27,10001,Southeast Alabama Medxcal Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78.0,455.0,al_hf-1
28,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital xistrict or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,514.0,al_hf-2
29,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91.0,165.0,al_hf-3
30,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,110.0,al_hf-4
31,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93.0,191.0,al_pn-2
32,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89.0,125.0,al_pn-3b
33,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99.0,107.0,al_pn-4
34,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92.0,196.0,al_pn-5c
35,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80.0,147.0,al_pn-6
36,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84.0,160.0,al_pn-7
37,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,4798701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72.0,79.0,al_scip-card-2
38,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94.0,399.0,al_scip-inf-1
39,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98.0,405.0,al_scip-inf-2
40,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88.0,385.0,al_scip-inf-3
41,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96.0,136.0,al_scip-inf-4
42,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90.0,537.0,al_scip-inf-6
43,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86.0,185.0,al_scip-vte-1
44,10001,Southeast Alabama Medical Center,1108 ross clark circle,empty,empty,Dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83.0,184.0,al_scip-vte-2
45,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,05957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80.0,20.0,al_ami-1
46,x0005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,60.0,5.0,al_ami-2
47,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100.0,2.0,al_ami-3
48,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,96.0,0.0,al_ami-4
49,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100.0,5.0,al_ami-5
50,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
51,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0.0,al_ami-8a
52,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78.0,110.0,al_hf-1
53,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,160.0,al_hf-2
54,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90.0,69.0,al_hf-3
55,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94.0,34.0,al_hf-4
56,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97.0,172.0,al_pn-2
57,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boxz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97.0,120.0,al_pn-xb
58,10005,Marshall Medical Center South,2505xuxsxhighwayx431xnorth,empty,empty,Boaz,al,35957,Marshall,26938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97.0,98.0,al_pn-4
59,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,211.0,al_pn-5c
60,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92.0,175.0,al_pn-6
61,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,26938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81.0,118.0,al_pn-7
62,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36.0,14.0,al_scip-card-2
63,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96.0,168.0,al_scip-inf-1
64,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,03595,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93.0,167.0,al_scip-inf-2
65,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95.0,158.0,al_scip-inf-3
66,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,256538310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96.0,0.0,al_scip-inf-4
67,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,237.0,al_scip-inf-6
68,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Mxrshxll,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78.0,76.0,al_scip-vte-1
69,10005,Marshall Medical Center South,2505 u s highway 431 north,empty,empty,Boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74.0,76.0,al_scip-vte-2
70,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97.0,159.0,al_amx-1
71,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,03563,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96.0,247.0,al_ami-2
72,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93.0,43.0,al_ami-3
73,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Laudxrdalx,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,103.0,al_ami-4
74,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,hearx axxack,ami-5,heart attack patients given beta blocker at discharge,96.0,227.0,al_ami-5
75,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
76,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,98.0,61.0,al_ami-8a
77,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,79.0,217.0,al_hf-1
78,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Laudexdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97.0,259.0,al_hf-2
79,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82.0,84.0,al_hf-3
80,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Fxorence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,53.0,al_hf-4
81,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90.0,174.0,al_pn-2
82,1000x,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95.0,137.0,al_pn-3b
83,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100.0,65.0,al_pn-4
84,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,200.0,al_pn-5c
85,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91.0,138.0,al_pn-6
86,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88.0,85.0,al_pn-7
87,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96.0,107.0,al_scip-card-2
88,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99.0,457.0,al_scip-inf-1
89,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florxncx,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99.0,462.0,al_scip-inf-2
90,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94.0,439.0,al_scip-inf-3
91,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89.0,130.0,al_scip-inf-4
92,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,619.0,al_scip-inf-6
93,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95.0,242.0,al_scip-vte-1
94,10006,Eliza Coffee Memorial Hospital,205 marengo street,empty,empty,Flxrence,al,03563,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92.0,242.0,al_scip-vte-2
95,10007,Mizell Memorial Hospital,702xnxmainxst,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-1,xeart attack patients given aspirin at arrival,60.0,5.0,al_ami-1
96,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50.0,2.0,al_ami-2
97,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96.0,0.0,al_ami-3
98,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,axi-4,heart attack patients given smoking cessation advice/counseling,96.0,0.0,al_ami-4
99,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hosxitals,voluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,100.0,2.0,al_ami-5
100,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
101,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0.0,al_ami-8a
102,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,334433541,acute care hospitals,voluntary non-profit - private,no,heart failure,hfx1,heart failure patients given discharge instructions,98.0,59.0,al_hf-1
103,10007,Mizell Memorial Hospital,702 n main st,empty,empty,Opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87.0,76.0,al_hf-2
