tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
11,aa,AA-1886-BOS-MIA,10:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
12,aa,AA-2957-DFW-CVG,7:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:01 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
13,aa,AA-1664-MIA-ATL,10:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
14,aa,AA-3979-CVG-ORD,7:30 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
15,aa,AA-1279-DFW-PHX,1:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
16,aa,AA-616-DFW-DTW,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:11 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
17,aa,AA-4344-ORD-DTW,11:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
18,aa,AA-2525-DFW-MIA,7:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:39 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
19,aa,AA-404-MIA-MCO,6:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:58 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
20,aa,AA-271-MIA-LAX,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:52 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
21,aa,AA-2050-ORD-MIA,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:46 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
22,aa,AA-4330-CVG-ORD,3:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:36 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:33 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
23,aa,AA-1434-DFW-MCO,7:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:22 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:29 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
24,aa,AA-4307-ORD-DTW,6:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:53 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
25,aa,AA-3-JFK-LAX,12:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:12 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:16 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
26,aa,AA-3842-MSP-ORD,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:30 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:51 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
27,aa,AA-643-MIA-ORD,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:31 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:26 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
28,aa,AA-1007-MIA-PHX,4:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:09 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
29,aa,AA-1221-MCO-ORD,8:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:23 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:53 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
30,aa,AA-400-DFW-JFK,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:02 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:59 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
31,aa,AA-4198-ORD-CLE,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
32,aa,AA-1522-SFO-ORD,11:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:11 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:42 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
33,aa,AA-3823-LAX-DEN,9:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:06 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:49 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
34,aa,AA-2312-DFW-DTW,8:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
35,aa,AA-1165-JFK-MIA,6:59 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:23 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:34 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
36,aa,AA-431-MIA-SFO,8:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:52 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:44 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
37,aa,AA-649-ORD-SNA,1:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:41 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
38,aa,AA-3063-SLC-LAX,8:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:11 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
39,aa,AA-3804-PHL-ORD,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:44 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:36 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
40,aa,AA-1917-JFK-MCO,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
41,aa,AA-2268-PHX-ORD,7:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:23 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
42,aa,AA-4277-CVG-JFK,12:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:11 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
43,aa,AA-789-ORD-DEN,1:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:19 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
44,aa,AA-415-BOS-ORD,8:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:16 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
45,aa,AA-85-JFK-SFO,3:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
46,aa,AA-1544-SAN-ORD,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
47,aa,AA-3786-IAH-ORD,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:12 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
48,aa,AA-222-LAX-BOS,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:32 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,3:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
49,aa,AA-3809-PHX-LAX,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
50,aa,AA-59-JFK-SFO,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:12 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
51,helloflight,AA-3859-IAH-ORD,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:16 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:22 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
52,helloflight,CO-1586-IAH-MCO,7:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:42 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
53,helloflight,AA-518-MIA-JFK,6:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:54 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:28 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
54,helloflight,UA-397-JFK-SFO,8:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:29 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:58 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
55,helloflight,UA-3925-IAD-ORF,8:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:42 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:54 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:43 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
56,helloflight,AA-1733-ORD-PHX,7:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:59 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
57,helloflight,UA-2830-MCO-CLT,3:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:17 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
58,helloflight,CO-58-DEN-IAH,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:32 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:31 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
59,helloflight,AA-1544-SAN-ORD,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
60,helloflight,UA-5487-SFO-MRY,10:39 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:53 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:21 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
61,helloflight,AA-204-LAX-MCO,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12211 6:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
62,helloflight,UA-414-LAX-SFO,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:23 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:17 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
63,helloflight,CO-1614-LAX-IAH,12:30 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:26 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
64,helloflight,UA-2726-FLL-PHL,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:46 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
65,helloflight,CO-52-IAH-LAX,7:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:21 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:09 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
66,helloflight,CO-1090-BOS-IAH,9:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,1:16 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:19 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
67,helloflight,AA-616-DFW-DTW,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:11 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
68,helloflight,UA-3515-IAD-MSP,8:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:26 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
69,helloflight,AA-3468-CVG-MIA,7:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
70,helloflight,AA-484-DFW-MIA,4:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:39 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
71,helloflight,AA-1886-BOS-MIA,10:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
72,helloflight,CO-62-IAH-EWR,2:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:48 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:03 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
73,helloflight,CO-1561-PHX-IAH,8:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:32 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
74,helloflight,UA-2314-ATL-PHL,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:47 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
75,helloflight,AA-446-DFW-PHL,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:09 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
76,helloflight,CO-1023-IAH-DEN,11:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:06 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:17 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
77,helloflight,AA-466-IAH-MIA,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:09 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:20 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
78,helloflight,UA-3050-PHX-CLT,11:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,4:57 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
79,helloflight,CO-89-IAH-EWR,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:02 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:20 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:27 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
80,helloflight,CO-1088-CLE-IAH,8:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:54 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
81,helloflight,AA-1664-MIA-ATL,10:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
82,helloflight,AA-1279-DFW-PHX,1:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
83,helloflight,UA-854-SFO-IAH,7:53 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:07 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,1:39 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
84,helloflight,UA-382-IAD-LAX,12:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:19 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:21 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
85,helloflight,AA-4344-ORD-DTW,11:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
86,helloflight,UA-257-JFK-SFO,2:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:42 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
87,helloflight,UA-2945-PHL-CLT,12:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:08 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
88,helloflight,CO-63-EWR-IAH,5:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:22 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:03 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
89,helloflight,CO-47-IAH-LAX,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
90,helloflight,AA-2050-ORD-MIA,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:46 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
91,helloflight,UA-248-PHX-ORD,12:57 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:34 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
