row_index,column,error_family,error_type,valeur_originale,valeur_bruitee_vue_par_llm,valeur_produite_par_llm,statut
888,provider_number,real_world_error,real_dirty_value,10045,x0045,10045,Corrigé
933,provider_number,real_world_error,real_dirty_value,10047,1xx47,10047,Corrigé
955,provider_number,real_world_error,real_dirty_value,10049,1004x,10049,Corrigé
57,address_1,real_world_error,real_dirty_value,2505 u s highway 431 north,2505xuxsxhighwayx431xnorth,2505xuxsxhighwayx431xnorth,Non corrigé (regression)
94,address_1,real_world_error,real_dirty_value,702 n main st,702xnxmainxst,702xnxmainxst,Non corrigé (regression)
106,address_1,real_world_error,real_dirty_value,702 n main st,702 x maix st,702 x maix st,Non corrigé (regression)
161,address_1,real_world_error,real_dirty_value,201 pine street northwest,201 pine sxreex norxhwesx,201 pine sxreex norxhwesx,Non corrigé (regression)
175,address_1,real_world_error,real_dirty_value,8000 alabama highway 69,8000 alabama xigxway 69,8000 alabama xigxway 69,Non corrigé (regression)
260,address_1,real_world_error,real_dirty_value,33700 highway 43,33700 hxghway 43,33700 hxghway 43,Non corrigé (regression)
264,address_1,real_world_error,real_dirty_value,33700 highway 43,33700 highway x3,33700 highway x3,Non corrigé (regression)
275,address_1,real_world_error,real_dirty_value,1000 first street north,1000 fixst stxeet noxth,1000 fixst stxeet noxth,Non corrigé (regression)
295,address_1,real_world_error,real_dirty_value,1720 university blvd,1720 univxrsity blvd,1720 univxrsity blvd,Non corrigé (regression)
316,address_1,real_world_error,real_dirty_value,301 east 18th st,301xeastx18thxst,301xeastx18thxst,Non corrigé (regression)
334,address_1,real_world_error,real_dirty_value,4370 west main street,4370xwestxmainxstreet,4370xwestxmainxstreet,Non corrigé (regression)
350,address_1,real_world_error,real_dirty_value,810 st vincents drive,810 st vxncents drxve,810 st vxncents drxve,Non corrigé (regression)
363,address_1,real_world_error,real_dirty_value,1530 u s highway 43,1530xuxsxhighwayx43,1530xuxsxhighwayx43,Non corrigé (regression)
393,address_1,real_world_error,real_dirty_value,124 s memorial dr,124xsxmemorialxdr,124xsxmemorialxdr,Non corrigé (regression)
411,address_1,real_world_error,real_dirty_value,124 s memorial dr,124 s mxmorial dr,124 s mxmorial dr,Non corrigé (regression)
415,address_1,real_world_error,real_dirty_value,315 w hickory st,315 w hickxry st,315 w hickxry st,Non corrigé (regression)
431,address_1,real_world_error,real_dirty_value,315 w hickory st,315xwxhickoryxst,315xwxhickoryxst,Non corrigé (regression)
451,address_1,real_world_error,real_dirty_value,po box 287,poxboxx287,poxboxx287,Non corrigé (regression)
472,address_1,real_world_error,real_dirty_value,126 hospital ave,126xhospitalxave,126xhospitalxave,Non corrigé (regression)
484,address_1,real_world_error,real_dirty_value,126 hospital ave,1x6 hospital ave,1x6 hospital ave,Non corrigé (regression)
652,address_1,real_world_error,real_dirty_value,209 north main street,209 xorth maix street,209 xorth maix street,Non corrigé (regression)
736,address_1,real_world_error,real_dirty_value,1912 alabama highway 157,1912xalabamaxhighwayx157,1912xalabamaxhighwayx157,Non corrigé (regression)
767,address_1,real_world_error,real_dirty_value,301 east 18th st,301 east 1xth st,301 east 1xth st,Non corrigé (regression)
849,address_1,real_world_error,real_dirty_value,1010 lay dam road,x0x0 lay dam road,x0x0 lay dam road,Non corrigé (regression)
857,address_1,real_world_error,real_dirty_value,1256 military street south,1256 military street sxuth,1256 military street sxuth,Non corrigé (regression)
915,address_1,real_world_error,real_dirty_value,600 south third street,600 souxh xhird sxreex,600 souxh xhird sxreex,Non corrigé (regression)
934,address_1,real_world_error,real_dirty_value,515 miranda st,515 miranda sx,515 miranda sx,Non corrigé (regression)
935,address_1,real_world_error,real_dirty_value,515 miranda st,515 miranxa st,515 miranxa st,Non corrigé (regression)
945,address_1,real_world_error,real_dirty_value,515 miranda st,515 mirxndx st,515 mirxndx st,Non corrigé (regression)
956,address_1,real_world_error,real_dirty_value,400 n edwards street,400xnxedwardsxstreet,400xnxedwardsxstreet,Non corrigé (regression)
986,address_1,real_world_error,real_dirty_value,150 gilbreath drive,150 gilxreath drive,150 gilxreath drive,Non corrigé (regression)
3,city,real_world_error,real_dirty_value,birmingham,birminghxm,birminghxm,Non corrigé (regression)
7,city,real_world_error,real_dirty_value,birmingham,birmingxam,birmingxam,Non corrigé (regression)
10,city,real_world_error,real_dirty_value,sheffield,sheffxeld,sheffxeld,Non corrigé (regression)
56,city,real_world_error,real_dirty_value,boaz,boxz,boxz,Non corrigé (regression)
79,city,real_world_error,real_dirty_value,florence,fxorence,fxorence,Non corrigé (regression)
88,city,real_world_error,real_dirty_value,florence,florxncx,florxncx,Non corrigé (regression)
93,city,real_world_error,real_dirty_value,florence,flxrence,flxrence,Non corrigé (regression)
180,city,real_world_error,real_dirty_value,guntersville,guntxrsvillx,guntxrsvillx,Non corrigé (regression)
207,city,real_world_error,real_dirty_value,birmingham,birmixgham,birmixgham,Non corrigé (regression)
212,city,real_world_error,real_dirty_value,birmingham,bxrmxngham,bxrmxngham,Non corrigé (regression)
228,city,real_world_error,real_dirty_value,fort payne,fort payxe,fort payxe,Non corrigé (regression)
311,city,real_world_error,real_dirty_value,anniston,axxistox,axxistox,Non corrigé (regression)
367,city,real_world_error,real_dirty_value,winfield,winfielx,winfielx,Non corrigé (regression)
437,city,real_world_error,real_dirty_value,anchorage,anchoraxe,anchoraxe,Non corrigé (regression)
474,city,real_world_error,real_dirty_value,ozark,ozarx,ozarx,Non corrigé (regression)
485,city,real_world_error,real_dirty_value,ozark,xzark,xzark,Non corrigé (regression)
517,city,real_world_error,real_dirty_value,montgomery,montxomery,montxomery,Non corrigé (regression)
578,city,real_world_error,real_dirty_value,valley,vallex,vallex,Non corrigé (regression)
590,city,real_world_error,real_dirty_value,valley,vxlley,vxlley,Non corrigé (regression)
601,city,real_world_error,real_dirty_value,elba,exba,exba,Non corrigé (regression)
654,city,real_world_error,real_dirty_value,wedowee,wxdowxx,wxdowxx,Non corrigé (regression)
690,city,real_world_error,real_dirty_value,birmingham,birminxham,birminxham,Non corrigé (regression)
696,city,real_world_error,real_dirty_value,tallassee,tallaxxee,tallaxxee,Non corrigé (regression)
736,city,real_world_error,real_dirty_value,cullman,cuxxman,cuxxman,Non corrigé (regression)
756,city,real_world_error,real_dirty_value,andalusia,andaluxia,andaluxia,Non corrigé (regression)
772,city,real_world_error,real_dirty_value,anniston,annxston,annxston,Non corrigé (regression)
821,city,real_world_error,real_dirty_value,gadsden,gxdsden,gxdsden,Non corrigé (regression)
855,city,real_world_error,real_dirty_value,hamilton,hamilxon,hamilxon,Non corrigé (regression)
895,city,real_world_error,real_dirty_value,fayette,faxette,faxette,Non corrigé (regression)
949,city,real_world_error,real_dirty_value,georgiana,geoxgiana,geoxgiana,Non corrigé (regression)
960,city,real_world_error,real_dirty_value,enterprise,enterprxse,enterprxse,Non corrigé (regression)
968,city,real_world_error,real_dirty_value,enterprise,xntxrprisx,xntxrprisx,Non corrigé (regression)
985,city,real_world_error,real_dirty_value,oneonta,onxonta,onxonta,Non corrigé (regression)
42,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
46,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
50,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
83,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
98,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
119,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
140,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
165,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
182,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
228,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
278,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
356,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
386,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
402,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
477,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
483,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
504,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
559,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
572,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
592,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
701,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
764,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
791,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
884,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
886,state,real_world_error,real_dirty_value,al,xl,al,Corrigé
922,state,real_world_error,real_dirty_value,al,ax,al,Corrigé
24,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
43,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
51,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
157,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
318,emergency_service,real_world_error,real_dirty_value,yes,xes,yes,Corrigé
327,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
332,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
350,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
374,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
389,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
410,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
418,emergency_service,real_world_error,real_dirty_value,no,xo,xo,Non corrigé (regression)
492,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
521,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
536,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
564,emergency_service,real_world_error,real_dirty_value,yes,xes,yes,Corrigé
579,emergency_service,real_world_error,real_dirty_value,yes,xes,yes,Corrigé
587,emergency_service,real_world_error,real_dirty_value,yes,xes,yes,Corrigé
628,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
653,emergency_service,real_world_error,real_dirty_value,no,xo,xo,Non corrigé (regression)
674,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
797,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
809,emergency_service,real_world_error,real_dirty_value,yes,xes,yes,Corrigé
866,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
889,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
919,emergency_service,real_world_error,real_dirty_value,yes,yex,yes,Corrigé
921,emergency_service,real_world_error,real_dirty_value,yes,yxs,yes,Corrigé
21,condition,real_world_error,real_dirty_value,heart attack,heart attaxk,heart attaxk,Non corrigé (regression)
22,condition,real_world_error,real_dirty_value,heart attack,hearx axxack,hearx axxack,Non corrigé (regression)
73,condition,real_world_error,real_dirty_value,heart attack,hearx axxack,hearx axxack,Non corrigé (regression)
127,condition,real_world_error,real_dirty_value,heart failure,heaxt failuxe,heaxt failuxe,Non corrigé (regression)
199,condition,real_world_error,real_dirty_value,heart attack,heaxt attack,heaxt attack,Non corrigé (regression)
225,condition,real_world_error,real_dirty_value,heart attack,hexrt attxck,hexrt attxck,Non corrigé (regression)
229,condition,real_world_error,real_dirty_value,heart failure,heart faxlure,heart faxlure,Non corrigé (regression)
236,condition,real_world_error,real_dirty_value,surgical infection prevention,suxgical infection pxevention,suxgical infection pxevention,Non corrigé (regression)
239,condition,real_world_error,real_dirty_value,surgical infection prevention,surgxcal infectxon preventxon,surgxcal infectxon preventxon,Non corrigé (regression)
256,condition,real_world_error,real_dirty_value,pneumonia,xneumonia,xneumonia,Non corrigé (regression)
279,condition,real_world_error,real_dirty_value,heart failure,xeart failure,xeart failure,Non corrigé (regression)
366,condition,real_world_error,real_dirty_value,pneumonia,pnxumonia,pnxumonia,Non corrigé (regression)
369,condition,real_world_error,real_dirty_value,pneumonia,pnexmonia,pnexmonia,Non corrigé (regression)
386,condition,real_world_error,real_dirty_value,heart failure,hxart failurx,hxart failurx,Non corrigé (regression)
400,condition,real_world_error,real_dirty_value,heart failure,hxart failurx,hxart failurx,Non corrigé (regression)
467,condition,real_world_error,real_dirty_value,heart attack,hexrt attxck,hexrt attxck,Non corrigé (regression)
506,condition,real_world_error,real_dirty_value,pneumonia,pneumonix,pneumonix,Non corrigé (regression)
555,condition,real_world_error,real_dirty_value,pneumonia,pxeumoxia,pxeumoxia,Non corrigé (regression)
599,condition,real_world_error,real_dirty_value,heart failure,heart faixure,heart faixure,Non corrigé (regression)
608,condition,real_world_error,real_dirty_value,surgical infection prevention,surgical ixfectiox prevextiox,surgical ixfectiox prevextiox,Non corrigé (regression)
631,condition,real_world_error,real_dirty_value,pneumonia,pneumonxa,pneumonxa,Non corrigé (regression)
679,condition,real_world_error,real_dirty_value,pneumonia,xneumonia,xneumonia,Non corrigé (regression)
695,condition,real_world_error,real_dirty_value,heart attack,heart attaxk,heart attaxk,Non corrigé (regression)
698,condition,real_world_error,real_dirty_value,heart failure,hexrt fxilure,hexrt fxilure,Non corrigé (regression)
712,condition,real_world_error,real_dirty_value,surgical infection prevention,surgical infection xrevention,surgical infection xrevention,Non corrigé (regression)
716,condition,real_world_error,real_dirty_value,heart attack,heartxattack,heartxattack,Non corrigé (regression)
733,condition,real_world_error,real_dirty_value,surgical infection prevention,suxgical infection pxevention,suxgical infection pxevention,Non corrigé (regression)
780,condition,real_world_error,real_dirty_value,heart attack,heart attaxk,heart attaxk,Non corrigé (regression)
851,condition,real_world_error,real_dirty_value,surgical infection prevention,surgical infxction prxvxntion,surgical infxction prxvxntion,Non corrigé (regression)
869,condition,real_world_error,real_dirty_value,surgical infection prevention,surgical ixfectiox prevextiox,surgical ixfectiox prevextiox,Non corrigé (regression)
955,condition,real_world_error,real_dirty_value,heart attack,hexrt attxck,hexrt attxck,Non corrigé (regression)
974,condition,real_world_error,real_dirty_value,surgical infection prevention,surgical xnfection prevention,surgical xnfection prevention,Non corrigé (regression)
97,measure_code,real_world_error,real_dirty_value,ami-4,axi-4,ami-4,Corrigé
101,measure_code,real_world_error,real_dirty_value,hf-1,hfx1,hf-1,Corrigé
108,measure_code,real_world_error,real_dirty_value,pn-5c,pnx5c,pn-5c,Corrigé
120,measure_code,real_world_error,real_dirty_value,ami-2,axi-2,ami-2,Corrigé
177,measure_code,real_world_error,real_dirty_value,hf-2,hf-x,hf-2,Corrigé
190,measure_code,real_world_error,real_dirty_value,scip-inf-4,scip-inx-4,scip-inf-4,Corrigé
264,measure_code,real_world_error,real_dirty_value,scip-inf-3,scxp-xnf-3,scip-inf-3,Corrigé
349,measure_code,real_world_error,real_dirty_value,ami-2,amix2,ami-2,Corrigé
391,measure_code,real_world_error,real_dirty_value,pn-3b,pn-xb,pn-3b,Corrigé
398,measure_code,real_world_error,real_dirty_value,hf-1,hx-1,hf-1,Corrigé
409,measure_code,real_world_error,real_dirty_value,scip-inf-1,scipxinfx1,scip-inf-1,Corrigé
464,measure_code,real_world_error,real_dirty_value,scip-vte-1,sxip-vte-1,scip-vte-1,Corrigé
495,measure_code,real_world_error,real_dirty_value,ami-5,ami-x,ami-5,Corrigé
580,measure_code,real_world_error,real_dirty_value,pn-5c,px-5c,pn-5c,Corrigé
639,measure_code,real_world_error,real_dirty_value,scip-vte-1,scip-vtx-1,scip-vte-1,Corrigé
648,measure_code,real_world_error,real_dirty_value,hf-1,hfx1,hf-1,Corrigé
673,measure_code,real_world_error,real_dirty_value,hf-1,xf-1,hf-1,Corrigé
676,measure_code,real_world_error,real_dirty_value,hf-4,hfx4,hf-4,Corrigé
691,measure_code,real_world_error,real_dirty_value,ami-1,amix1,ami-1,Corrigé
694,measure_code,real_world_error,real_dirty_value,ami-4,amx-4,ami-4,Corrigé
718,measure_code,real_world_error,real_dirty_value,ami-3,amx-3,ami-3,Corrigé
729,measure_code,real_world_error,real_dirty_value,pn-4,px-4,pn-4,Corrigé
735,measure_code,real_world_error,real_dirty_value,scip-inf-2,scix-inf-2,scip-inf-2,Corrigé
749,measure_code,real_world_error,real_dirty_value,hf-2,hx-2,hf-2,Corrigé
774,measure_code,real_world_error,real_dirty_value,cac-1,xax-1,cac-1,Corrigé
788,measure_code,real_world_error,real_dirty_value,pn-2,pn-x,pn-2,Corrigé
842,measure_code,real_world_error,real_dirty_value,pn-6,pnx6,pn-6,Corrigé
865,measure_code,real_world_error,real_dirty_value,pn-4,px-4,pn-4,Corrigé
930,measure_code,real_world_error,real_dirty_value,ami-1,amix1,ami-1,Corrigé
0,measure_name,real_world_error,real_dirty_value,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,Non corrigé (regression)
94,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at arrival,xeart attack patients given aspirin at arrival,xeart attack patients given aspirin at arrival,Non corrigé (regression)
111,measure_name,real_world_error,real_dirty_value,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery,surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery,Non corrigé (regression)
119,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at arrival,heart attack patients given aspirin at arrivax,heart attack patients given aspirin at arrivax,Non corrigé (regression)
145,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at discharge,heart attaxk patients given aspirin at disxharge,heart attaxk patients given aspirin at disxharge,Non corrigé (regression)
210,measure_name,real_world_error,real_dirty_value,pneumonia patients assessed and given influenza vaccination,pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,Non corrigé (regression)
219,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at arrival,heartxattackxpatientsxgivenxaspirinxatxarrival,heartxattackxpatientsxgivenxaspirinxatxarrival,Non corrigé (regression)
256,measure_name,real_world_error,real_dirty_value,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,Non corrigé (regression)
281,measure_name,real_world_error,real_dirty_value,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,Non corrigé (regression)
290,measure_name,real_world_error,real_dirty_value,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,Non corrigé (regression)
346,measure_name,real_world_error,real_dirty_value,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,Non corrigé (regression)
380,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at discharge,heaxt attack patients given aspixin at dischaxge,heaxt attack patients given aspixin at dischaxge,Non corrigé (regression)
389,measure_name,real_world_error,real_dirty_value,heart failure patients given smoking cessation advice/counseling,heart xailure patients given smoking cessation advice/counseling,heart xailure patients given smoking cessation advice/counseling,Non corrigé (regression)
434,measure_name,real_world_error,real_dirty_value,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),Non corrigé (regression)
447,measure_name,real_world_error,real_dirty_value,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor),surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor),Non corrigé (regression)
473,measure_name,real_world_error,real_dirty_value,heart failure patients given discharge instructions,heaxt failuxe patients given dischaxge instxuctions,heaxt failuxe patients given dischaxge instxuctions,Non corrigé (regression)
493,measure_name,real_world_error,real_dirty_value,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),Non corrigé (regression)
507,measure_name,real_world_error,real_dirty_value,pneumonia patients assessed and given influenza vaccination,pneumonix pxtients assessed xnd given influenzx vxccinxtion,pneumonix pxtients assessed xnd given influenzx vxccinxtion,Non corrigé (regression)
532,measure_name,real_world_error,real_dirty_value,pneumonia patients assessed and given influenza vaccination,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,Non corrigé (regression)
541,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at arrival,hexrt attxck pxtients given aspirin xt arrivxl,hexrt attxck pxtients given aspirin xt arrivxl,Non corrigé (regression)
545,measure_name,real_world_error,real_dirty_value,heart attack patients given beta blocker at discharge,heaxt attack patients given beta blockex at dischaxge,heaxt attack patients given beta blockex at dischaxge,Non corrigé (regression)
562,measure_name,real_world_error,real_dirty_value,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,Non corrigé (regression)
612,measure_name,real_world_error,real_dirty_value,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,Non corrigé (regression)
650,measure_name,real_world_error,real_dirty_value,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),Non corrigé (regression)
651,measure_name,real_world_error,real_dirty_value,heart failure patients given smoking cessation advice/counseling,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,Non corrigé (regression)
672,measure_name,real_world_error,real_dirty_value,heart attack patients given pci within 90 minutes of arrival,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,Non corrigé (regression)
705,measure_name,real_world_error,real_dirty_value,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,Non corrigé (regression)
706,measure_name,real_world_error,real_dirty_value,pneumonia patients given the most appropriate initial antibiotic(s),pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),Non corrigé (regression)
713,measure_name,real_world_error,real_dirty_value,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),Non corrigé (regression)
785,measure_name,real_world_error,real_dirty_value,heart failure patients given an evaluation of left ventricular systolic (lvs) function,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,Non corrigé (regression)
802,measure_name,real_world_error,real_dirty_value,heart attack patients given aspirin at arrival,heart attack patxents gxven aspxrxn at arrxval,heart attack patxents gxven aspxrxn at arrxval,Non corrigé (regression)
816,measure_name,real_world_error,real_dirty_value,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,Non corrigé (regression)
893,measure_name,real_world_error,real_dirty_value,pneumonia patients assessed and given influenza vaccination,pneumonia patients assessed and given influenza vaxxination,pneumonia patients assessed and given influenza vaxxination,Non corrigé (regression)
902,measure_name,real_world_error,real_dirty_value,children who received reliever medication while hospitalized for asthma,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,Non corrigé (regression)
