row_index,column,original_value,injected_value,error_type,error_family,noise_level
83589,country,FRA,N/A,missing_N/A_string,missing_values,medium
94921,country,CN, ,missing_whitespace,missing_values,medium
85823,country,PRT,unknown,missing_unknown_string,missing_values,medium
69468,country,PRT,,missing_nan,missing_values,medium
63953,country,PRT,N/A,missing_N/A_string,missing_values,medium
60004,country,FRA, ,missing_whitespace,missing_values,medium
28411,country,GBR,,missing_nan,missing_values,medium
67343,country,PRT, ,missing_whitespace,missing_values,medium
29318,country,SWE,,missing_nan,missing_values,medium
59395,country,PRT, ,missing_whitespace,missing_values,medium
56903,country,PRT,unknown,missing_unknown_string,missing_values,medium
59517,country,ESP,,missing_nan,missing_values,medium
11272,country,PRT,unknown,missing_unknown_string,missing_values,medium
61018,country,PRT,,missing_nan,missing_values,medium
103392,country,PRT,N/A,missing_N/A_string,missing_values,medium
115735,country,DEU, ,missing_whitespace,missing_values,medium
110822,country,DEU,,missing_empty_string,missing_values,medium
82491,country,FRA,,missing_empty_string,missing_values,medium
31436,country,GBR,NA,missing_NA_string,missing_values,medium
62402,country,BRA,NA,missing_NA_string,missing_values,medium
67076,country,ITA,,missing_nan,missing_values,medium
14686,country,GBR,NA,missing_NA_string,missing_values,medium
68357,country,CHE,,missing_empty_string,missing_values,medium
60111,country,PRT,,missing_nan,missing_values,medium
112861,country,FRA,,missing_empty_string,missing_values,medium
28812,country,GBR,,missing_nan,missing_values,medium
50011,country,PRT, ,missing_whitespace,missing_values,medium
88691,country,ARG, ,missing_whitespace,missing_values,medium
85832,country,ESP,NA,missing_NA_string,missing_values,medium
84146,country,PRT, ,missing_whitespace,missing_values,medium
14886,country,BEL,NA,missing_NA_string,missing_values,medium
75620,country,PRT, ,missing_whitespace,missing_values,medium
2938,country,DEU,,missing_empty_string,missing_values,medium
58112,country,PRT,,missing_empty_string,missing_values,medium
89648,country,GBR,unknown,missing_unknown_string,missing_values,medium
108514,country,FRA,,missing_empty_string,missing_values,medium
6576,country,GBR,unknown,missing_unknown_string,missing_values,medium
103354,country,NLD,NA,missing_NA_string,missing_values,medium
56935,country,CHN,NA,missing_NA_string,missing_values,medium
115139,country,DEU,NA,missing_NA_string,missing_values,medium
90463,country,USA,unknown,missing_unknown_string,missing_values,medium
15301,country,PRT,,missing_nan,missing_values,medium
12546,country,NOR,unknown,missing_unknown_string,missing_values,medium
32072,country,PRT,unknown,missing_unknown_string,missing_values,medium
83620,country,PRT,unknown,missing_unknown_string,missing_values,medium
75275,country,PRT, ,missing_whitespace,missing_values,medium
113021,country,GBR,unknown,missing_unknown_string,missing_values,medium
56964,country,PRT,N/A,missing_N/A_string,missing_values,medium
91177,country,ITA,NA,missing_NA_string,missing_values,medium
57638,country,PRT,NA,missing_NA_string,missing_values,medium
55711,country,IRL,unknown,missing_unknown_string,missing_values,medium
34599,country,FRA,NA,missing_NA_string,missing_values,medium
63328,country,PRT,N/A,missing_N/A_string,missing_values,medium
91275,country,GBR,,missing_nan,missing_values,medium
104001,country,FRA,,missing_empty_string,missing_values,medium
12658,country,CHE,,missing_empty_string,missing_values,medium
9131,country,PRT,NA,missing_NA_string,missing_values,medium
103394,country,CHN,N/A,missing_N/A_string,missing_values,medium
90692,country,SWE,unknown,missing_unknown_string,missing_values,medium
79812,country,FRA,NA,missing_NA_string,missing_values,medium
17008,country,FRA,,missing_nan,missing_values,medium
51518,country,FRA,N/A,missing_N/A_string,missing_values,medium
28041,country,GBR,,missing_nan,missing_values,medium
41809,country,ESP, ,missing_whitespace,missing_values,medium
4523,country,IRL,unknown,missing_unknown_string,missing_values,medium
40928,country,ESP,,missing_empty_string,missing_values,medium
53003,country,PRT,,missing_empty_string,missing_values,medium
38459,country,GBR,,missing_nan,missing_values,medium
103298,country,FRA,NA,missing_NA_string,missing_values,medium
76660,country,PRT,,missing_nan,missing_values,medium
84507,country,PRT, ,missing_whitespace,missing_values,medium
109354,country,NLD,,missing_nan,missing_values,medium
24054,country,ESP,N/A,missing_N/A_string,missing_values,medium
23074,country,GBR,N/A,missing_N/A_string,missing_values,medium
33532,country,GBR,,missing_empty_string,missing_values,medium
22032,country,IRL,unknown,missing_unknown_string,missing_values,medium
116969,country,FRA,,missing_nan,missing_values,medium
105775,country,FRA, ,missing_whitespace,missing_values,medium
76688,country,PRT,unknown,missing_unknown_string,missing_values,medium
2248,country,GBR,N/A,missing_N/A_string,missing_values,medium
18987,country,PRT, ,missing_whitespace,missing_values,medium
47329,country,PRT,NA,missing_NA_string,missing_values,medium
65377,country,DEU,,missing_empty_string,missing_values,medium
58751,country,PRT,,missing_nan,missing_values,medium
51428,country,PRT, ,missing_whitespace,missing_values,medium
11962,country,IRL,NA,missing_NA_string,missing_values,medium
17827,country,FRA,unknown,missing_unknown_string,missing_values,medium
115858,country,CHN,,missing_empty_string,missing_values,medium
16681,country,CZE, ,missing_whitespace,missing_values,medium
50897,country,PRT, ,missing_whitespace,missing_values,medium
12856,country,PRT,,missing_empty_string,missing_values,medium
62076,country,PRT,NA,missing_NA_string,missing_values,medium
31154,country,ESP,unknown,missing_unknown_string,missing_values,medium
60056,country,PRT,,missing_empty_string,missing_values,medium
68584,country,PRT,,missing_nan,missing_values,medium
65342,country,GBR,,missing_empty_string,missing_values,medium
21007,country,ESP,N/A,missing_N/A_string,missing_values,medium
23196,country,PRT,,missing_nan,missing_values,medium
13811,country,,NA,missing_NA_string,missing_values,medium
13362,country,PRT, ,missing_whitespace,missing_values,medium
77031,country,DEU,,missing_nan,missing_values,medium
50458,country,GBR,,missing_nan,missing_values,medium
88952,country,PRT,NA,missing_NA_string,missing_values,medium
39878,country,PRT,,missing_nan,missing_values,medium
35755,country,PRT,,missing_nan,missing_values,medium
62406,country,AUS,,missing_empty_string,missing_values,medium
72458,country,PRT,,missing_nan,missing_values,medium
106732,country,DEU,unknown,missing_unknown_string,missing_values,medium
79071,country,GBR,,missing_nan,missing_values,medium
74729,country,PRT,N/A,missing_N/A_string,missing_values,medium
69552,country,ARG,unknown,missing_unknown_string,missing_values,medium
30936,country,PRT,N/A,missing_N/A_string,missing_values,medium
3301,country,ESP,N/A,missing_N/A_string,missing_values,medium
61386,country,PRT,NA,missing_NA_string,missing_values,medium
64777,country,PRT, ,missing_whitespace,missing_values,medium
50625,country,PRT,,missing_nan,missing_values,medium
27181,country,PRT,,missing_nan,missing_values,medium
100769,country,FRA, ,missing_whitespace,missing_values,medium
59699,country,PRT,,missing_nan,missing_values,medium
48038,country,IRL,,missing_empty_string,missing_values,medium
55314,country,PRT,,missing_empty_string,missing_values,medium
71208,country,NOR,,missing_nan,missing_values,medium
62604,country,AGO,,missing_nan,missing_values,medium
90637,country,SWE,N/A,missing_N/A_string,missing_values,medium
88380,country,PRT,N/A,missing_N/A_string,missing_values,medium
67091,country,IRL,,missing_nan,missing_values,medium
4667,country,PRT, ,missing_whitespace,missing_values,medium
45915,country,PRT,,missing_nan,missing_values,medium
27056,country,PRT,unknown,missing_unknown_string,missing_values,medium
103496,country,DZA,unknown,missing_unknown_string,missing_values,medium
109672,country,DEU,N/A,missing_N/A_string,missing_values,medium
10782,country,PRT,NA,missing_NA_string,missing_values,medium
92998,country,PRT,,missing_nan,missing_values,medium
91201,country,FRA,,missing_empty_string,missing_values,medium
115302,country,GBR, ,missing_whitespace,missing_values,medium
73281,country,GBR,NA,missing_NA_string,missing_values,medium
84573,country,NOR,,missing_nan,missing_values,medium
103448,country,BEL,unknown,missing_unknown_string,missing_values,medium
111241,country,FRA,unknown,missing_unknown_string,missing_values,medium
76164,country,PRT,,missing_nan,missing_values,medium
23636,country,PRT,,missing_nan,missing_values,medium
94300,country,PRT,,missing_nan,missing_values,medium
101379,country,GBR,,missing_nan,missing_values,medium
75833,country,PRT,N/A,missing_N/A_string,missing_values,medium
95765,country,PRT,,missing_nan,missing_values,medium
11351,country,IRL,N/A,missing_N/A_string,missing_values,medium
49787,country,PRT,,missing_empty_string,missing_values,medium
16201,country,GBR, ,missing_whitespace,missing_values,medium
61111,country,CHE,unknown,missing_unknown_string,missing_values,medium
69283,country,SWE,NA,missing_NA_string,missing_values,medium
29159,country,GBR,NA,missing_NA_string,missing_values,medium
65982,country,DEU,,missing_nan,missing_values,medium
35847,country,PRT,,missing_nan,missing_values,medium
101143,country,FRA,N/A,missing_N/A_string,missing_values,medium
40605,country,PRT,,missing_nan,missing_values,medium
29361,country,GBR,N/A,missing_N/A_string,missing_values,medium
21374,country,PRT,NA,missing_NA_string,missing_values,medium
8132,country,NLD,,missing_nan,missing_values,medium
50987,country,JPN,N/A,missing_N/A_string,missing_values,medium
95277,country,ITA,N/A,missing_N/A_string,missing_values,medium
55216,country,FRA,unknown,missing_unknown_string,missing_values,medium
95508,country,DEU,,missing_empty_string,missing_values,medium
94143,country,ITA,N/A,missing_N/A_string,missing_values,medium
97909,country,FRA, ,missing_whitespace,missing_values,medium
10383,country,PRT,,missing_empty_string,missing_values,medium
24907,country,IRL, ,missing_whitespace,missing_values,medium
59189,country,ITA,unknown,missing_unknown_string,missing_values,medium
66980,country,PRT,NA,missing_NA_string,missing_values,medium
70382,country,CHN, ,missing_whitespace,missing_values,medium
36022,country,IRL, ,missing_whitespace,missing_values,medium
35858,country,PRT,,missing_empty_string,missing_values,medium
88655,country,ITA, ,missing_whitespace,missing_values,medium
32142,country,PRT,,missing_nan,missing_values,medium
95205,country,CN,,missing_nan,missing_values,medium
72279,country,ESP,,missing_nan,missing_values,medium
42045,country,ESP,NA,missing_NA_string,missing_values,medium
85304,country,CHE, ,missing_whitespace,missing_values,medium
55802,country,FRA,N/A,missing_N/A_string,missing_values,medium
108639,country,ESP,N/A,missing_N/A_string,missing_values,medium
110944,country,DEU,,missing_nan,missing_values,medium
26736,country,NLD,N/A,missing_N/A_string,missing_values,medium
78480,country,JPN,NA,missing_NA_string,missing_values,medium
73985,country,PRT,NA,missing_NA_string,missing_values,medium
51025,country,PRT,,missing_empty_string,missing_values,medium
17067,country,GBR,,missing_empty_string,missing_values,medium
53452,country,ESP, ,missing_whitespace,missing_values,medium
39456,country,PRT,N/A,missing_N/A_string,missing_values,medium
48867,country,CHN,NA,missing_NA_string,missing_values,medium
116730,country,DEU,,missing_nan,missing_values,medium
112972,country,NLD,unknown,missing_unknown_string,missing_values,medium
77675,country,ITA,NA,missing_NA_string,missing_values,medium
113811,country,PRT,NA,missing_NA_string,missing_values,medium
91102,country,PRT,unknown,missing_unknown_string,missing_values,medium
32641,country,ITA,,missing_nan,missing_values,medium
74986,country,PRT,N/A,missing_N/A_string,missing_values,medium
54390,country,FRA, ,missing_whitespace,missing_values,medium
44183,country,PRT,NA,missing_NA_string,missing_values,medium
33859,country,BEL,,missing_nan,missing_values,medium
37792,country,PRT,,missing_empty_string,missing_values,medium
36013,country,PRT,,missing_nan,missing_values,medium
21756,country,ESP,N/A,missing_N/A_string,missing_values,medium
45132,country,CN,NA,missing_NA_string,missing_values,medium
32353,country,GBR,,missing_nan,missing_values,medium
26800,country,PRT,unknown,missing_unknown_string,missing_values,medium
85538,country,BGR,,missing_empty_string,missing_values,medium
65083,country,PRT,NA,missing_NA_string,missing_values,medium
110902,country,BEL, ,missing_whitespace,missing_values,medium
52961,country,PRT,,missing_nan,missing_values,medium
77216,country,CN,,missing_empty_string,missing_values,medium
54726,country,PRT,,missing_empty_string,missing_values,medium
73173,country,BEL,N/A,missing_N/A_string,missing_values,medium
69414,country,PRT,,missing_empty_string,missing_values,medium
119003,country,DEU, ,missing_whitespace,missing_values,medium
110850,country,USA,,missing_nan,missing_values,medium
55367,country,PRT, ,missing_whitespace,missing_values,medium
87910,country,BEL,N/A,missing_N/A_string,missing_values,medium
81361,country,PRT,,missing_nan,missing_values,medium
36380,country,GBR,,missing_nan,missing_values,medium
6741,country,PRT,,missing_nan,missing_values,medium
39591,country,USA,,missing_empty_string,missing_values,medium
89490,country,PRT,,missing_empty_string,missing_values,medium
109790,country,NLD,N/A,missing_N/A_string,missing_values,medium
76011,country,PRT,,missing_empty_string,missing_values,medium
94724,country,ROU,unknown,missing_unknown_string,missing_values,medium
78344,country,PRT,,missing_empty_string,missing_values,medium
36551,country,USA,,missing_empty_string,missing_values,medium
54834,country,FRA,,missing_empty_string,missing_values,medium
66338,country,PRT,,missing_empty_string,missing_values,medium
60827,country,FRA, ,missing_whitespace,missing_values,medium
79322,country,ESP,,missing_empty_string,missing_values,medium
81946,country,PRT,,missing_empty_string,missing_values,medium
73828,country,PRT, ,missing_whitespace,missing_values,medium
65237,country,PRT,N/A,missing_N/A_string,missing_values,medium
86225,country,PRT,,missing_empty_string,missing_values,medium
44617,country,AUT, ,missing_whitespace,missing_values,medium
96025,country,FRA,,missing_empty_string,missing_values,medium
42701,country,FRA,,missing_nan,missing_values,medium
61559,country,DEU,NA,missing_NA_string,missing_values,medium
71099,country,GBR,unknown,missing_unknown_string,missing_values,medium
55929,country,AUT,,missing_empty_string,missing_values,medium
97798,country,ESP,unknown,missing_unknown_string,missing_values,medium
115942,country,GBR,,missing_nan,missing_values,medium
55987,country,GBR,unknown,missing_unknown_string,missing_values,medium
71192,country,USA,,missing_nan,missing_values,medium
67424,country,ITA,NA,missing_NA_string,missing_values,medium
11011,country,MDV,N/A,missing_N/A_string,missing_values,medium
83213,country,PRT,,missing_empty_string,missing_values,medium
96778,country,ESP,N/A,missing_N/A_string,missing_values,medium
117660,country,PRT,unknown,missing_unknown_string,missing_values,medium
114506,country,FRA,N/A,missing_N/A_string,missing_values,medium
14278,country,PRT,NA,missing_NA_string,missing_values,medium
36528,country,CN,unknown,missing_unknown_string,missing_values,medium
74462,country,PRT,unknown,missing_unknown_string,missing_values,medium
12536,country,PRT,,missing_empty_string,missing_values,medium
88402,country,BEL,unknown,missing_unknown_string,missing_values,medium
81782,country,PRT, ,missing_whitespace,missing_values,medium
49919,country,PRT,unknown,missing_unknown_string,missing_values,medium
107671,country,FRA,unknown,missing_unknown_string,missing_values,medium
118759,country,BEL,unknown,missing_unknown_string,missing_values,medium
84775,country,LBY,unknown,missing_unknown_string,missing_values,medium
87833,country,PRT,,missing_empty_string,missing_values,medium
104730,country,AUT,unknown,missing_unknown_string,missing_values,medium
94795,country,ESP,,missing_empty_string,missing_values,medium
87531,country,BRA,NA,missing_NA_string,missing_values,medium
79523,country,PRT, ,missing_whitespace,missing_values,medium
9738,country,PRT,,missing_empty_string,missing_values,medium
26261,country,PRT, ,missing_whitespace,missing_values,medium
55939,country,PRT,NA,missing_NA_string,missing_values,medium
113557,country,DEU,,missing_empty_string,missing_values,medium
14055,country,,,missing_nan,missing_values,medium
50138,country,PRT,N/A,missing_N/A_string,missing_values,medium
19763,country,PRT,NA,missing_NA_string,missing_values,medium
107217,country,LUX,N/A,missing_N/A_string,missing_values,medium
92944,country,PRT,,missing_nan,missing_values,medium
107346,country,DEU,,missing_empty_string,missing_values,medium
41286,country,PRT,,missing_nan,missing_values,medium
9448,country,PRT,,missing_empty_string,missing_values,medium
93962,country,GBR, ,missing_whitespace,missing_values,medium
78063,country,PRT,,missing_nan,missing_values,medium
39116,country,AUS,unknown,missing_unknown_string,missing_values,medium
59199,country,DEU,,missing_nan,missing_values,medium
72010,country,ESP,N/A,missing_N/A_string,missing_values,medium
76329,country,PRT, ,missing_whitespace,missing_values,medium
74484,country,PRT,NA,missing_NA_string,missing_values,medium
4049,country,PRT,,missing_empty_string,missing_values,medium
39331,country,PRT,N/A,missing_N/A_string,missing_values,medium
24096,country,FRA,,missing_empty_string,missing_values,medium
34715,country,IRL, ,missing_whitespace,missing_values,medium
56835,country,FRA, ,missing_whitespace,missing_values,medium
105865,country,FRA,N/A,missing_N/A_string,missing_values,medium
26184,country,PRT,N/A,missing_N/A_string,missing_values,medium
90789,country,PRT,N/A,missing_N/A_string,missing_values,medium
94457,country,FRA,unknown,missing_unknown_string,missing_values,medium
16997,country,FRA,NA,missing_NA_string,missing_values,medium
86421,country,ISR, ,missing_whitespace,missing_values,medium
87929,country,FRA,NA,missing_NA_string,missing_values,medium
80486,country,PRT,,missing_nan,missing_values,medium
89827,country,IRL,unknown,missing_unknown_string,missing_values,medium
37916,country,AUT,N/A,missing_N/A_string,missing_values,medium
69424,country,PRT, ,missing_whitespace,missing_values,medium
66471,country,NLD,NA,missing_NA_string,missing_values,medium
90216,country,PRT,NA,missing_NA_string,missing_values,medium
38656,country,CN,N/A,missing_N/A_string,missing_values,medium
101861,country,FRA,NA,missing_NA_string,missing_values,medium
44577,country,PRT,unknown,missing_unknown_string,missing_values,medium
73820,country,PRT,NA,missing_NA_string,missing_values,medium
50693,country,PRT,unknown,missing_unknown_string,missing_values,medium
88647,country,PRT,NA,missing_NA_string,missing_values,medium
100509,country,FRA,,missing_empty_string,missing_values,medium
37032,country,GBR, ,missing_whitespace,missing_values,medium
80321,country,PRT,N/A,missing_N/A_string,missing_values,medium
37103,country,GBR,unknown,missing_unknown_string,missing_values,medium
98255,country,PRT,N/A,missing_N/A_string,missing_values,medium
26635,country,DEU,NA,missing_NA_string,missing_values,medium
8631,country,PRT, ,missing_whitespace,missing_values,medium
73512,country,PRT,NA,missing_NA_string,missing_values,medium
5734,country,PRT, ,missing_whitespace,missing_values,medium
1908,country,PRT,NA,missing_NA_string,missing_values,medium
25855,country,DEU,,missing_nan,missing_values,medium
46542,country,PRT,,missing_nan,missing_values,medium
53204,country,PRT, ,missing_whitespace,missing_values,medium
80815,country,BEL,N/A,missing_N/A_string,missing_values,medium
15412,country,PRT,NA,missing_NA_string,missing_values,medium
24270,country,GBR,unknown,missing_unknown_string,missing_values,medium
65751,country,GBR,N/A,missing_N/A_string,missing_values,medium
35052,country,ITA,N/A,missing_N/A_string,missing_values,medium
9267,country,SWE,unknown,missing_unknown_string,missing_values,medium
21063,country,PRT,,missing_empty_string,missing_values,medium
81223,country,PRT,,missing_nan,missing_values,medium
35931,country,NGA,unknown,missing_unknown_string,missing_values,medium
81957,country,PRT,,missing_nan,missing_values,medium
31538,country,BEL,unknown,missing_unknown_string,missing_values,medium
41261,country,PRT,,missing_nan,missing_values,medium
81764,country,PRT,,missing_empty_string,missing_values,medium
3970,country,PRT,unknown,missing_unknown_string,missing_values,medium
24913,country,GBR,N/A,missing_N/A_string,missing_values,medium
104375,country,USA,unknown,missing_unknown_string,missing_values,medium
5335,country,PRT,N/A,missing_N/A_string,missing_values,medium
104510,country,PRT,,missing_nan,missing_values,medium
44247,country,PRT, ,missing_whitespace,missing_values,medium
102929,country,BEL,,missing_empty_string,missing_values,medium
100845,country,FRA,,missing_nan,missing_values,medium
19760,country,PRT, ,missing_whitespace,missing_values,medium
316,country,GBR,,missing_empty_string,missing_values,medium
7298,country,PRT,N/A,missing_N/A_string,missing_values,medium
54669,country,PRT,NA,missing_NA_string,missing_values,medium
73379,country,PRT,unknown,missing_unknown_string,missing_values,medium
39064,country,CN,,missing_nan,missing_values,medium
96782,country,PRT,,missing_nan,missing_values,medium
33125,country,GBR,NA,missing_NA_string,missing_values,medium
85002,country,MAR,NA,missing_NA_string,missing_values,medium
108400,country,HUN,unknown,missing_unknown_string,missing_values,medium
69097,country,GBR,N/A,missing_N/A_string,missing_values,medium
3235,country,FRA,,missing_nan,missing_values,medium
77648,country,PRT, ,missing_whitespace,missing_values,medium
25693,country,GBR,NA,missing_NA_string,missing_values,medium
41087,country,PRT, ,missing_whitespace,missing_values,medium
116137,country,CN, ,missing_whitespace,missing_values,medium
98639,country,DEU,,missing_nan,missing_values,medium
7002,country,ESP,N/A,missing_N/A_string,missing_values,medium
72091,country,DEU,NA,missing_NA_string,missing_values,medium
103943,country,PRT,NA,missing_NA_string,missing_values,medium
66125,country,GBR,,missing_empty_string,missing_values,medium
98034,country,BEL,N/A,missing_N/A_string,missing_values,medium
102770,country,NLD,NA,missing_NA_string,missing_values,medium
52763,country,PRT,,missing_empty_string,missing_values,medium
16825,country,NLD,,missing_empty_string,missing_values,medium
80946,country,ESP,,missing_nan,missing_values,medium
96663,country,DEU, ,missing_whitespace,missing_values,medium
82706,country,FRA,unknown,missing_unknown_string,missing_values,medium
73477,country,ITA,NA,missing_NA_string,missing_values,medium
14706,country,GBR,NA,missing_NA_string,missing_values,medium
95666,country,ITA,,missing_nan,missing_values,medium
64070,country,ROU,,missing_empty_string,missing_values,medium
29735,country,IRL, ,missing_whitespace,missing_values,medium
16414,country,USA,,missing_nan,missing_values,medium
32241,country,PRT,,missing_nan,missing_values,medium
33569,country,PRT, ,missing_whitespace,missing_values,medium
97821,country,DEU,N/A,missing_N/A_string,missing_values,medium
44551,country,PRT,,missing_nan,missing_values,medium
34812,country,GBR,NA,missing_NA_string,missing_values,medium
107531,country,FRA,unknown,missing_unknown_string,missing_values,medium
70214,country,PRT,NA,missing_NA_string,missing_values,medium
83098,country,DEU,NA,missing_NA_string,missing_values,medium
95155,country,VNM,N/A,missing_N/A_string,missing_values,medium
83613,country,PRT,N/A,missing_N/A_string,missing_values,medium
86401,country,PRT, ,missing_whitespace,missing_values,medium
114192,country,USA,,missing_empty_string,missing_values,medium
95941,country,ESP,,missing_empty_string,missing_values,medium
72564,country,USA,,missing_nan,missing_values,medium
7400,country,PRT,N/A,missing_N/A_string,missing_values,medium
114883,country,GBR,N/A,missing_N/A_string,missing_values,medium
6946,country,ESP,NA,missing_NA_string,missing_values,medium
35634,country,SWE,unknown,missing_unknown_string,missing_values,medium
82406,country,PRT,NA,missing_NA_string,missing_values,medium
79363,country,FRA,,missing_empty_string,missing_values,medium
10830,country,FRA,N/A,missing_N/A_string,missing_values,medium
105196,country,PRT,NA,missing_NA_string,missing_values,medium
10616,country,PRT,NA,missing_NA_string,missing_values,medium
13983,country,PRT,NA,missing_NA_string,missing_values,medium
107604,country,ITA, ,missing_whitespace,missing_values,medium
24239,country,GBR,,missing_empty_string,missing_values,medium
89198,country,ROU,,missing_empty_string,missing_values,medium
55586,country,DEU,N/A,missing_N/A_string,missing_values,medium
21408,country,ESP,,missing_nan,missing_values,medium
43358,country,PRT,,missing_nan,missing_values,medium
11243,country,PRT,N/A,missing_N/A_string,missing_values,medium
