hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,96,2015,July,27,1,2,8,2,0.0,0,BB,,unknown,Direct,0,0,0,E,E,0,No Deosit,NA,,0,TRANsient,108.3,0,2,Canceled,2015/05/29
Resort Hotel,0,69,2015,July,27,2,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,175.0,,0,Transient,65.5,0,0,Check-Out,2015-07-08
  Resort Hotel ,1,45,2015,July,27,2,1,3,3,,0,N/A,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,8671,Transient,108.8,0,1,Canceled,"May 19, 2015"
Resort Hotel,1,40,2015,July,27,2,1,3,3,NA,0,unknown,PRT, ,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,108.8,0,1,Canceled,2015-06-19
Resort Hotel,0,15€,2015,July,27,2,1,3,2,0.0,0,NA,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,98.0,0,0,Check-Out,2015-07-06
Resort Hotel,0,36,2015,July,27,2,1,3,3,0.0,0,BB,PRT, ,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,108.8,0,1,Check-Out,2015-07-06
Resort Hotel,1,43,2015,July,27,2,1,3,3B,0.0,30,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,108.8,0,0,Canceled,2015-05-23
Resort Hotel,0,70,2015,July,27,2,2,3,2,0.0,0,HB,,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,137.0,0,1,Check-Out,07/07/2015
Resort Hotel,1,45,2015,July,27,2,2,297,2kg,0.0,0,BB,PRT,unknown,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,117.81,0,0,Canceled,2015-05-18
Resort Hotel,0,45O,2015,July,27,2,2,3,2,unknown,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Conrtact,79.5,0,0,Check-Out,2015-07-07
Resort Hotel,0,16,2015,July,27,2,2,3,2B,0.0,0,,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,TRansient,123.0,0,0,Check-Out,2015-07-07
Resort Hotel,0,70,2015,July,27,2,2,3,2,0.0,0,HB,ROU,NA,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,137.0,0,1,Check-Out,2015-07-07
RESort hotel,0,107,2015,July,27,2,2,5,2,0.0,0, , ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.7,0,2,Check-Out,"July 09, 2015"
Resort Hotel,1,4j7,2015,July,27,2,2,5,2,NA,20,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,153.0,0,0,Canceled,2015-06-02
Resort Hoetl,0,96,2015,July,27,2,2,5,2,,0,unknown,N/A,,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,58.95,0,1,Check-Out,09-Jul-2015
Resort Hotel,0,113,2015,July,27,2,2,5,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient-Party,82.88,0,2,Check-Out,2015-07-09
Resort Hotel,0,90,2015,July,27,2,2,5,2,0.0,0,HB,,,TA/TO,0,0,0,A,B,1,No Deposit,243.0,,0,Contract,82.35,0,0,Check-Out,09/07/2015
Resort Hotel,0,50,2015,July,27,2,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,241.0,,0,  Transient ,119.35,0,1,Check-Out,2015-07-09
Resort Hotel,0,113,2015,July,27,2,2,5,2,,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,N/A,,0,Transient-Party,67.58,0,2,Check-Out,2015-07-09
Resort Hotel,0,93,2015,July,27,2,3,8,2,0.0,0,N/A,IRL, ,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Contract,56.01,0,0,Check-Out,2015-07-13
Resort Hotel,0,76,2015,July,27,2,4,10,2,0.0,30, ,OMN,,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,110.7,0,0,Check-Out,2015-07-16
Resort Hotel,0,3,2015,July,27,2,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,88.2,1,0,Check-Out,2015-07-03
Resort Hotel,0,1,2015,July,27,2,0,1,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,147.0,1,0,Check-Out,03/07/2015
Resort Hotel,0,1,2015,July,27,2,0,1,2,2.0,0,N/A,ESP,Direct,Direct,0,0,0,C,C,0,  No Deposit ,NA,,0,Transient,107.0,1,2,Check-Out,2015-07-03
Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,147.0,0,0,Check-Out,07/03/2015
Resort Hotel,0,0,2015,July,27,2,0,1,2O,0.0,14,N/A,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,117.9,0,2,Check-Out,2015-07-03
Resort Hotel,0,O,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,123.0,0,0,Check-Out,2015-07-03
Resort Hotel,0,14,2015,July,27,2,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,,0,Transient,98.0,0,1,Check-Out,2015-07-04
  Resort Hotel ,0,10,2015,July,27,2,0,2,2, ,0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Depoosit,,,0,Transient,7835.77,0,0,Check-Out,2015/07/04
Resort Hotel,0,5l,2015,July,27,2,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,135.0,1,2,Check-Out,04-Jul-2015
Resort Hotel,0,17,2015,July,27,2,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,133.0,0,1,Check-Out,2015-07-05
Resort Hotel,0,93,2015,July,27,2,0,3,2,,0,BB,IRL,,TA/TO,0,0,0,A,C,0,No Deposit, ,,4336,Contract,58.95,0,0,Check-Out,05-Jul-2015
Resort Hotel,1,3,2015,July,27,2,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,136.33,0,2,Canceled,2015-06-29
Resrot Hotel,0,10,2015,July,27,3,0,2,2O,2.0,0,BB,,Online TA,TA/TO,0,0,0,G,H,0,  No Deposit ,240.0,,0,  Transient ,9554.72,1,0,Check-Out,1436054400
Resort Hotel,0,3,2015,July,27,3,0,208,2,unknown,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,ransient,110.5,0,0,Check-Out,2015-07-05
Resort Hotel,0,51€,2015,July,27,3,0,2,2,NA,18,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,7130,Transient,97.0,0,0,Check-Out,2015-07-05
Resort Hotel,1,71,2015,July,27,3,0,2,3,0.0,0,N/A,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,110.3,0,2,Canceled,06/16/2015
Resort Hotel,1,63O,2015,July,27,3,0,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,NO deposit,240.0,,0,Transient,82.0,0,2,Canceled,"June 18, 2015"
Resort Hotel,1,62,2015,July,27,3,0,2,2,unknown,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Tranisent,97.0,0,1,Canceled,2015-07-03
Resort Hotel,1,101,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Tranisent,73.8,0,1,Canceled,2015-06-12
RESORT HOtel,0,2,2015,July,27,3,0,2,2,0.0,0,HB, ,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,91.5,0,0,Check-Out,"July 05, 2015"
Resort Hotel,0,15,2015,July,27,3,0,2,2,,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,114.5,0,0,Check-Out,2015-07-05
Resort Hotel,1,51,2015,July,27,3,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,110.3,0,0,Canceled,2015-06-09
Resort Hotel,0,3,2015,July,27,3,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,90.9,1,0,Check-Out,2015-07-06
Resort Hotel,1,48,2015,July,27,3,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,0,Canceled,2015-05-26
Resort Hotel,0,2,2015,July,27,3,2,2,1,NA,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transent,122.0,0,0,Check-Out,2015-07-07
Resort Hotel,0,72,2015,July,27,3,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105.0,,0,Transient,110.7,1,0,Check-Out,2015-07-07
Resort Hotel,0,81€,2015,July,27,3,2,409,3,,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,unknown,,0,Transient,85.86,0,0,Check-Out,2015-07-11
Resort Hotel,0,99,2015,July,27,3,2,279,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,58.95,0,0,Check-Out,2015-07-12
Resort Hotel,1,368,2015,July,27,3,3,7,2,0.0,43,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,55.68,0,0,Canceled,2015-05-19
Resort Hotel,0,364,2015,July,27,3,3,7,2O,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,55.68,0,0,Check-Out,2015-07-13
Resort Hotel,1,81,2015,July,27,3,3,7,2,,0,unknown,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0,Transient,124.0,0,1,Canceled,2015-06-09
Resort Hotel,0,99,2015,July,27,3,3,7,2,0.0,0,,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0,Contract,111.15,0,0,Check-Out,2015-07-13
Resort Hotel,0,324,2015,July,27,3,4,10,2,0.0,30,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,134.73,0,0,Check-Out,2015-07-17
Resort Hotel,0,69,2015,July,27,3,4,10,2,0.0,0,N/A,GBR,Online TA,TA/TO,0,0,0,F,F,1,NO DEPOSit,241.0,,0,Transient,92.45,0,1,Check-Out,2015-07-17
Resort Hotel,1,79,2015,July,27,3,6,15,2,1.0,0,NA,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,108.73,0,2,Canceled,2015-04-15
Resort Hotel,0,12,2015,July,27,3,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,73.8,0,0,Check-Out,2015-07-04
Resort Hotel,0,9,2015,July,27,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,98.0,1,2,Check-Out,2015-07-04
Resort Hotel,0,1,2015,July,27,3,0,1,2,0.0,0,,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,TRANSIENt,131.0,0,1,Check-Out,2015-07-04
Resort Hotel,0,21,2015,July,27,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,N/A,,0,Transient,123.0,0,0,Check-Out,2015-07-04
Resort Hotel,0,9,2015,July,27,3,0,1,2,0.0,0, ,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,94.71,0,0,Check-Out,2015-07-04
  Resort Hotel ,0,109,2015,July,27,3,0,1,2,0.0,0,BB,unknown, ,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Trnasient,123.0,0,2,Check-Out,04-Jul-2015
Resort Hotel,1,109,2015,July,27,3,0,2,2,0.0,0,N/A,PRT,Online TA,TA/TO,0,0,0,A,A,0,NoD eposit,240.0,,0,Transient,123.0,0,1,Canceled,2015-05-26
Resort Hotel,1,72,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0,1,Canceled,2015-06-29
Resort Hotel,1,63,2015,July,27,3,2,5,2,0.0,0,BB,NA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,117.0,0,1,Canceled,05/13/2015
Resort Hotel,0,63,2015,July,27,3,2,5,3,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,105.0,,0,Transient,196.54,0,1,Check-Out,2015-07-10
Resort Hotel,0,101,2015,July,27,3,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,unknown,,0,Transient,99.3,1,2,Check-Out,2015-07-10
Resort Hotel,0,102,2015,July,27,3,2,5,2,,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Dpeosit,250.0,,0,TRANSIENt,90.95,0,0,Check-Out,2015-07-10
eRsort Hotel,0,4,2015,July,27,4,2,1,2,0.0,0,unknown,NA,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,92.67,0,1,Check-Out,07-Jul-2015
Resort  Hotel,0,98,2015,July,27,4,2,1,2,0.0,0,BB,N/A,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,unknown,,0,Transient,71.55,1,0,Check-Out,1436227200
Resort Hotel,0,92,2015,July,27,4,2,4,1,2.0,0,BB,FRA,unknown,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,96.49,0,2,Check-Out,2015-07-10
Resort Hotel,0,95,2015,July,27,4,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,  Transient ,85.8,1,2,Check-Out,2015-07-10
Resort Hotel,0,102,2015,July,27,4,2,5,2,0.0,0,BB,PRT, ,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.3,0,1,Check-Out,2015-07-11
Resort Hotel,1,26,2015,July,27,4,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,NA,,0,Transiennt,163.0,0,0,Canceled,2015-06-09
Resort Hotel,1,73,2015,July,27,4,2,5,3,NA,0,,PRT,NA,Direct,0,0,0,D,D,0,NoDeposit,250.0,,0,Transient,172.0,0,1,Canceled,2015-05-20
Resort Hotel,1,102,2015,July,27,4,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Noo Deposit,240.0,,0,Transient,110.7,0,1,Canceled,2015-04-22
Resort Hotel,0,115,2015,July,27,4,2,5,2,0.0,0, ,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,58.95,0,1,Check-Out,2015-07-11
Resort Hotel,0,102,2015,July,27,4,2,5,2,NA,1,BB,PRT,NA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0,2,Check-Out,2015-07-11
Resort Hotel,0,86,2015,July,27,4,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deeposit,,,0,Transient,97.0,0,2,Check-Out,2015-07-11
Resortt Hotel,0,78,2015,July,27,4,2,5,2,0.0,1,HB,,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,,,0,Transient,139.0,0,2,Check-Out,1436572800
Reort Hotel,0,52,2015,July,27,4,2,5,2,0.0,0,, ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,6302.71,0,0,Check-Out,1436572800
Resor tHotel,0,29,2015,July,27,4,2,6,3,0.0,0,unknown, ,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,unknown,,0,Transient,116.5,0,1,Check-Out,12-Jul-2015
Resort Hotel,1,101,2015,July,27,4,2,6,2,0.0,43,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,96.3,0,1,Canceled,12/05/2015
Resort Hotel,0,109,2015,July,27,4,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,NO deposit,240.0,,0,Transient,123.0,0,1,Check-Out,2015-07-12
Resort Hotel,0,92l,2015,July,27,4,4,6,2,0.0,0,BB,GBR,N/A,TA/TO,0,0,0,D,D,0,No Depoist,40.0,,0,Contract,71.55,0,1,Check-Out,2015-07-14
Resort Hotel,0,92,2015,July,27,4,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,71.55,0,1,Check-Out,1436832000
Resort Hotel,0,79€,2015,July,27,4,4,6,2,unknown,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,149.0,0,1,Check-Out,2015-07-14
Resort Hotel,0,2,2015,July,27,4,0,1,2B,2.0,24,BB,PRT,Online TA,TA/TO,0,0,0,H,G,1,No Deposit,240.0,,0,Transient,163.0,1,0,Check-Out,"July 05, 2015"
Resort Hotel,0,30,2015,July,27,4,0,1,2,0.0,0,,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,8.0,,0,Contract,79.5,0,0,Check-Out,1436054400
Resort Hotel,1,51,2015,July,27,4,0,1,1,0.0,0, ,PRT,Online TA,TA/TO,0,0,0,A,A,0,NoD eposit,240.0,,0,Transient,105.0,0,0,Canceled,2015-05-29
Resort Hotel,1,36,2015,July,27,4,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,G,1,No Deposit,250.0,,0,  Transient ,123.0,0,0,No-Show,2015-07-04
Resort Hotel,1,73,2015,July,27,4,0,1,2,0.0,0,,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NA,,0,Transient,73.8,0,2,Canceled,2015-05-13
  Resort Hotel ,1,33,2015,July,27,4,0,1,2,0.0,0,BB,NA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,1383.39,0,0,Canceled,06/16/2015
Resort Hotel,0,32,2015,July,27,4,0,1,4,0.0,0,FB,PRT,Complementary,Direct,0,0,0,H,H,2,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2015-07-05
Resort Hotel,0,8,2015,July,27,4,0,1,2,0.0,0,BB,N/A,Online TA,TA/TO,0,0,0,E,E,0,oN Deposit,240.0,,0,Transient,123.0,0,0,Check-Out,2015/07/05
Resort Hotel,0,100,2015,July,27,4,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient-Party,73.8,1,1,Check-Out,2015-07-06
Resort Hotel,0,1,2015,July,27,4,1,1,2,unknown,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,114.5,0,0,Check-Out,2015-07-06
Resort Hotel,0,10B0,2015,July,27,4,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NA,,0,Transient-Party,73.8,0,2,Check-Out,2015-07-06
Resort Hotel,0,100,2015,July,27,4,1,1,2,unknown,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,6440,Transient-Party,73.8,0,1,Check-Out,2015-07-06
Resort Hotel,0,9,2015,July,28,5,1,0,2,0.0,0, ,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,TRANSIEnt,88.2,0,1,Check-Out,"July 06, 2015"
Resort Hotel,1,5,2015,July,28,5,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,97.0,0,0,Canceled,2015-07-01
Resort Hotel,0,0,2015,July,28,5,1,536,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,N/A,,0,Transient,85.1,0,0,Check-Out,2015-07-06
