row_index,column,original_value,injected_value,error_type,error_family,noise_level
75949,country,PRT,NA,missing_NA_string,missing_values,high
52834,country,RUS,,missing_empty_string,missing_values,high
78013,country,PRT,,missing_nan,missing_values,high
70135,country,HRV,unknown,missing_unknown_string,missing_values,high
94167,country,BIH,unknown,missing_unknown_string,missing_values,high
33545,country,GBR,,missing_empty_string,missing_values,high
25704,country,ESP,NA,missing_NA_string,missing_values,high
19073,country,ESP,,missing_empty_string,missing_values,high
87922,country,ESP,NA,missing_NA_string,missing_values,high
32711,country,PRT,,missing_nan,missing_values,high
81358,country,PRT, ,missing_whitespace,missing_values,high
16775,country,PRT,unknown,missing_unknown_string,missing_values,high
85399,country,PRT, ,missing_whitespace,missing_values,high
31074,country,PRT,,missing_empty_string,missing_values,high
57983,country,BEL, ,missing_whitespace,missing_values,high
25,country,PRT,N/A,missing_N/A_string,missing_values,high
38714,country,PRT,,missing_empty_string,missing_values,high
2730,country,PRT,,missing_empty_string,missing_values,high
77686,country,PRT,unknown,missing_unknown_string,missing_values,high
85590,country,HUN,unknown,missing_unknown_string,missing_values,high
59051,country,GBR,unknown,missing_unknown_string,missing_values,high
100878,country,BEL,,missing_empty_string,missing_values,high
68315,country,PRT,N/A,missing_N/A_string,missing_values,high
43836,country,PRT, ,missing_whitespace,missing_values,high
26619,country,PRT,,missing_nan,missing_values,high
97478,country,ITA,,missing_empty_string,missing_values,high
26795,country,GBR,,missing_nan,missing_values,high
28655,country,GBR,,missing_nan,missing_values,high
43691,country,ESP, ,missing_whitespace,missing_values,high
32341,country,PRT,,missing_empty_string,missing_values,high
40460,country,PRT,,missing_empty_string,missing_values,high
67046,country,PRT,,missing_nan,missing_values,high
9674,country,MAR, ,missing_whitespace,missing_values,high
113941,country,IND,NA,missing_NA_string,missing_values,high
90990,country,PRT,unknown,missing_unknown_string,missing_values,high
77914,country,DEU,,missing_empty_string,missing_values,high
36633,country,PRT,N/A,missing_N/A_string,missing_values,high
85517,country,CHN, ,missing_whitespace,missing_values,high
24453,country,IND,unknown,missing_unknown_string,missing_values,high
66987,country,FRA,N/A,missing_N/A_string,missing_values,high
32752,country,PRT,,missing_empty_string,missing_values,high
34459,country,DEU,,missing_empty_string,missing_values,high
110038,country,FRA,N/A,missing_N/A_string,missing_values,high
65801,country,DEU,NA,missing_NA_string,missing_values,high
3158,country,PRT,,missing_nan,missing_values,high
93761,country,PRT,,missing_empty_string,missing_values,high
76307,country,PRT,NA,missing_NA_string,missing_values,high
113670,country,IND,,missing_empty_string,missing_values,high
57254,country,PRT,N/A,missing_N/A_string,missing_values,high
109739,country,CHN,,missing_empty_string,missing_values,high
14666,country,PRT,,missing_empty_string,missing_values,high
12277,country,RUS,,missing_nan,missing_values,high
104407,country,DEU,N/A,missing_N/A_string,missing_values,high
24675,country,CN,,missing_empty_string,missing_values,high
1106,country,PRT,N/A,missing_N/A_string,missing_values,high
11793,country,GBR, ,missing_whitespace,missing_values,high
76098,country,PRT, ,missing_whitespace,missing_values,high
19667,country,PRT,unknown,missing_unknown_string,missing_values,high
110841,country,FRA,unknown,missing_unknown_string,missing_values,high
111254,country,FRA, ,missing_whitespace,missing_values,high
109957,country,ESP,unknown,missing_unknown_string,missing_values,high
72452,country,DEU,,missing_empty_string,missing_values,high
38048,country,POL,N/A,missing_N/A_string,missing_values,high
99712,country,DEU, ,missing_whitespace,missing_values,high
30061,country,USA,unknown,missing_unknown_string,missing_values,high
72816,country,FRA,NA,missing_NA_string,missing_values,high
90781,country,FRA,,missing_empty_string,missing_values,high
55167,country,GBR,,missing_nan,missing_values,high
56635,country,PRT,NA,missing_NA_string,missing_values,high
96263,country,ESP,unknown,missing_unknown_string,missing_values,high
79474,country,PRT,N/A,missing_N/A_string,missing_values,high
77300,country,SWE,,missing_nan,missing_values,high
56577,country,CHE, ,missing_whitespace,missing_values,high
44275,country,ESP,NA,missing_NA_string,missing_values,high
59311,country,THA,NA,missing_NA_string,missing_values,high
108160,country,GBR,unknown,missing_unknown_string,missing_values,high
4644,country,PRT,NA,missing_NA_string,missing_values,high
17344,country,GBR,N/A,missing_N/A_string,missing_values,high
115708,country,DEU, ,missing_whitespace,missing_values,high
17330,country,IRL,N/A,missing_N/A_string,missing_values,high
75780,country,PRT,N/A,missing_N/A_string,missing_values,high
85167,country,SWE,NA,missing_NA_string,missing_values,high
36043,country,PRT, ,missing_whitespace,missing_values,high
111237,country,DEU,,missing_nan,missing_values,high
48852,country,BEL,,missing_empty_string,missing_values,high
115281,country,FRA, ,missing_whitespace,missing_values,high
321,country,GBR,NA,missing_NA_string,missing_values,high
38598,country,PRT,,missing_empty_string,missing_values,high
65855,country,PRT,NA,missing_NA_string,missing_values,high
51969,country,PRT,,missing_empty_string,missing_values,high
58243,country,ISR,N/A,missing_N/A_string,missing_values,high
21386,country,NLD,,missing_empty_string,missing_values,high
3701,country,PRT,NA,missing_NA_string,missing_values,high
89632,country,BEL, ,missing_whitespace,missing_values,high
100526,country,FRA,,missing_nan,missing_values,high
82619,country,ITA,unknown,missing_unknown_string,missing_values,high
16436,country,GBR,,missing_nan,missing_values,high
79762,country,FRA,NA,missing_NA_string,missing_values,high
102019,country,BRA,unknown,missing_unknown_string,missing_values,high
97754,country,DEU, ,missing_whitespace,missing_values,high
33620,country,GBR,,missing_empty_string,missing_values,high
79536,country,PRT,,missing_nan,missing_values,high
55461,country,PRT,unknown,missing_unknown_string,missing_values,high
69448,country,ISR, ,missing_whitespace,missing_values,high
35016,country,ESP,N/A,missing_N/A_string,missing_values,high
71704,country,IRN,,missing_nan,missing_values,high
77037,country,PRT,N/A,missing_N/A_string,missing_values,high
85975,country,SWE,NA,missing_NA_string,missing_values,high
80109,country,PRT,NA,missing_NA_string,missing_values,high
111398,country,ESP,,missing_nan,missing_values,high
95224,country,AUT,,missing_empty_string,missing_values,high
104331,country,FRA, ,missing_whitespace,missing_values,high
105734,country,GBR,,missing_nan,missing_values,high
111248,country,FRA, ,missing_whitespace,missing_values,high
50909,country,PRT,N/A,missing_N/A_string,missing_values,high
76489,country,PRT,N/A,missing_N/A_string,missing_values,high
59038,country,GBR, ,missing_whitespace,missing_values,high
36500,country,GBR,,missing_empty_string,missing_values,high
52213,country,PRT, ,missing_whitespace,missing_values,high
38500,country,BRA,,missing_empty_string,missing_values,high
21337,country,PRT,NA,missing_NA_string,missing_values,high
76541,country,PRT,NA,missing_NA_string,missing_values,high
106749,country,PRT,N/A,missing_N/A_string,missing_values,high
44935,country,PRT,,missing_empty_string,missing_values,high
97359,country,ITA,unknown,missing_unknown_string,missing_values,high
18058,country,CHE,,missing_nan,missing_values,high
85389,country,PRT,N/A,missing_N/A_string,missing_values,high
104560,country,POL,N/A,missing_N/A_string,missing_values,high
35186,country,ESP,N/A,missing_N/A_string,missing_values,high
19790,country,CUB,N/A,missing_N/A_string,missing_values,high
24059,country,NLD,unknown,missing_unknown_string,missing_values,high
31246,country,PRT, ,missing_whitespace,missing_values,high
12074,country,PRT,,missing_empty_string,missing_values,high
81775,country,PRT,NA,missing_NA_string,missing_values,high
5567,country,DEU,N/A,missing_N/A_string,missing_values,high
35295,country,CHE,NA,missing_NA_string,missing_values,high
110169,country,ISL, ,missing_whitespace,missing_values,high
20596,country,CN,N/A,missing_N/A_string,missing_values,high
105683,country,FRA,N/A,missing_N/A_string,missing_values,high
101881,country,ITA,,missing_empty_string,missing_values,high
73612,country,PRT,NA,missing_NA_string,missing_values,high
79051,country,CZE,N/A,missing_N/A_string,missing_values,high
46143,country,FRA,NA,missing_NA_string,missing_values,high
49992,country,PRT,unknown,missing_unknown_string,missing_values,high
43345,country,PRT,,missing_nan,missing_values,high
39144,country,AUS,,missing_nan,missing_values,high
51179,country,FRA,NA,missing_NA_string,missing_values,high
60245,country,PRT,,missing_empty_string,missing_values,high
60798,country,ITA,unknown,missing_unknown_string,missing_values,high
89379,country,USA, ,missing_whitespace,missing_values,high
108573,country,DEU,NA,missing_NA_string,missing_values,high
25670,country,DEU,N/A,missing_N/A_string,missing_values,high
87427,country,THA,,missing_empty_string,missing_values,high
57752,country,PRT,N/A,missing_N/A_string,missing_values,high
96342,country,GBR,unknown,missing_unknown_string,missing_values,high
74012,country,PRT,unknown,missing_unknown_string,missing_values,high
60774,country,AGO, ,missing_whitespace,missing_values,high
8425,country,GBR,N/A,missing_N/A_string,missing_values,high
88355,country,FRA,NA,missing_NA_string,missing_values,high
85523,country,FRA,,missing_nan,missing_values,high
50265,country,BRA,unknown,missing_unknown_string,missing_values,high
84589,country,DEU,unknown,missing_unknown_string,missing_values,high
82424,country,USA,N/A,missing_N/A_string,missing_values,high
57825,country,IRL, ,missing_whitespace,missing_values,high
25551,country,PRT,,missing_empty_string,missing_values,high
45876,country,MEX,,missing_nan,missing_values,high
42234,country,DEU,N/A,missing_N/A_string,missing_values,high
8486,country,PRT,,missing_nan,missing_values,high
55542,country,PRT,,missing_nan,missing_values,high
84197,country,PRT,unknown,missing_unknown_string,missing_values,high
103142,country,ESP,NA,missing_NA_string,missing_values,high
90251,country,LUX,N/A,missing_N/A_string,missing_values,high
105793,country,PRT,unknown,missing_unknown_string,missing_values,high
4282,country,PRT,NA,missing_NA_string,missing_values,high
8601,country,IRL,N/A,missing_N/A_string,missing_values,high
59939,country,PRT,N/A,missing_N/A_string,missing_values,high
101991,country,FRA,N/A,missing_N/A_string,missing_values,high
89304,country,FRA,unknown,missing_unknown_string,missing_values,high
17395,country,IRL,NA,missing_NA_string,missing_values,high
101331,country,EGY,N/A,missing_N/A_string,missing_values,high
45000,country,PRT,N/A,missing_N/A_string,missing_values,high
84371,country,GBR,,missing_nan,missing_values,high
27356,country,PRT,,missing_empty_string,missing_values,high
68059,country,CHE,,missing_nan,missing_values,high
66591,country,BEL,,missing_empty_string,missing_values,high
6909,country,PRT,NA,missing_NA_string,missing_values,high
62692,country,BRA, ,missing_whitespace,missing_values,high
37980,country,CN, ,missing_whitespace,missing_values,high
75106,country,PRT,unknown,missing_unknown_string,missing_values,high
23054,country,GBR,N/A,missing_N/A_string,missing_values,high
31130,country,FRA,,missing_empty_string,missing_values,high
4618,country,PRT,NA,missing_NA_string,missing_values,high
75374,country,PRT,unknown,missing_unknown_string,missing_values,high
6200,country,DEU, ,missing_whitespace,missing_values,high
102630,country,ROU, ,missing_whitespace,missing_values,high
92132,country,PRT,NA,missing_NA_string,missing_values,high
4508,country,IRL,NA,missing_NA_string,missing_values,high
87292,country,GBR,N/A,missing_N/A_string,missing_values,high
22719,country,GBR,,missing_nan,missing_values,high
20555,country,PRT,,missing_nan,missing_values,high
61647,country,ROU,,missing_nan,missing_values,high
98972,country,BEL,unknown,missing_unknown_string,missing_values,high
69363,country,PRT,,missing_empty_string,missing_values,high
89819,country,DEU,unknown,missing_unknown_string,missing_values,high
46558,country,FRA,NA,missing_NA_string,missing_values,high
476,country,ESP,unknown,missing_unknown_string,missing_values,high
95570,country,ITA,,missing_nan,missing_values,high
10355,country,PRT,,missing_empty_string,missing_values,high
89371,country,GBR,,missing_empty_string,missing_values,high
84688,country,PRT,NA,missing_NA_string,missing_values,high
44673,country,PRT,N/A,missing_N/A_string,missing_values,high
82152,country,PRT,,missing_empty_string,missing_values,high
92346,country,PRT,unknown,missing_unknown_string,missing_values,high
51593,country,GBR, ,missing_whitespace,missing_values,high
80716,country,PRT,,missing_nan,missing_values,high
75409,country,PRT,,missing_nan,missing_values,high
18945,country,PRT, ,missing_whitespace,missing_values,high
68083,country,DEU,N/A,missing_N/A_string,missing_values,high
114339,country,ROU, ,missing_whitespace,missing_values,high
9865,country,IRL,unknown,missing_unknown_string,missing_values,high
58501,country,PRT,unknown,missing_unknown_string,missing_values,high
67894,country,PRT,,missing_nan,missing_values,high
114098,country,GBR,N/A,missing_N/A_string,missing_values,high
30425,country,GBR,NA,missing_NA_string,missing_values,high
64572,country,PRT, ,missing_whitespace,missing_values,high
52758,country,PRT,,missing_nan,missing_values,high
70888,country,PRT,,missing_nan,missing_values,high
88294,country,GBR,N/A,missing_N/A_string,missing_values,high
67309,country,PRT, ,missing_whitespace,missing_values,high
79231,country,PRT, ,missing_whitespace,missing_values,high
39215,country,CN,N/A,missing_N/A_string,missing_values,high
84760,country,PRT,NA,missing_NA_string,missing_values,high
73166,country,FRA,,missing_empty_string,missing_values,high
47014,country,ITA, ,missing_whitespace,missing_values,high
27775,country,GBR,,missing_empty_string,missing_values,high
102992,country,ESP,,missing_nan,missing_values,high
15954,country,PRT,N/A,missing_N/A_string,missing_values,high
65420,country,PRT,NA,missing_NA_string,missing_values,high
32605,country,PRT,NA,missing_NA_string,missing_values,high
10749,country,GBR, ,missing_whitespace,missing_values,high
46884,country,TUR,,missing_empty_string,missing_values,high
32877,country,PRT, ,missing_whitespace,missing_values,high
70601,country,GBR,,missing_empty_string,missing_values,high
93419,country,PRT,,missing_empty_string,missing_values,high
64107,country,PRT,,missing_nan,missing_values,high
5401,country,PRT,unknown,missing_unknown_string,missing_values,high
16856,country,CN, ,missing_whitespace,missing_values,high
81230,country,PRT, ,missing_whitespace,missing_values,high
115359,country,TUN,,missing_empty_string,missing_values,high
92011,country,PRT,unknown,missing_unknown_string,missing_values,high
59926,country,PRT,,missing_nan,missing_values,high
95340,country,DEU,N/A,missing_N/A_string,missing_values,high
68618,country,BRA,unknown,missing_unknown_string,missing_values,high
43339,country,PRT,,missing_nan,missing_values,high
113156,country,TWN,,missing_nan,missing_values,high
14490,country,PRT,,missing_nan,missing_values,high
74050,country,PRT,unknown,missing_unknown_string,missing_values,high
111703,country,DEU,N/A,missing_N/A_string,missing_values,high
30889,country,ESP,,missing_nan,missing_values,high
60859,country,ITA,N/A,missing_N/A_string,missing_values,high
60542,country,GBR,unknown,missing_unknown_string,missing_values,high
108076,country,PRT,,missing_empty_string,missing_values,high
100831,country,AUT,N/A,missing_N/A_string,missing_values,high
33568,country,GBR,,missing_empty_string,missing_values,high
61204,country,ITA,,missing_empty_string,missing_values,high
40990,country,PRT,NA,missing_NA_string,missing_values,high
96298,country,GBR,NA,missing_NA_string,missing_values,high
1026,country,PRT,NA,missing_NA_string,missing_values,high
106135,country,FRA,,missing_empty_string,missing_values,high
91666,country,PRT,NA,missing_NA_string,missing_values,high
50794,country,BEL,N/A,missing_N/A_string,missing_values,high
115904,country,PRT,NA,missing_NA_string,missing_values,high
4291,country,PRT,N/A,missing_N/A_string,missing_values,high
73405,country,FRA,,missing_nan,missing_values,high
90905,country,PRT,,missing_nan,missing_values,high
103307,country,FRA, ,missing_whitespace,missing_values,high
100194,country,CHE,NA,missing_NA_string,missing_values,high
68914,country,CHE,N/A,missing_N/A_string,missing_values,high
33112,country,PRT,unknown,missing_unknown_string,missing_values,high
66974,country,PRT,,missing_nan,missing_values,high
150,country,PRT, ,missing_whitespace,missing_values,high
84793,country,PRT,NA,missing_NA_string,missing_values,high
2442,country,GBR, ,missing_whitespace,missing_values,high
54502,country,BEL,NA,missing_NA_string,missing_values,high
21698,country,PRT,NA,missing_NA_string,missing_values,high
46714,country,FIN,N/A,missing_N/A_string,missing_values,high
62202,country,SWE,,missing_empty_string,missing_values,high
103453,country,FRA,N/A,missing_N/A_string,missing_values,high
32740,country,PRT, ,missing_whitespace,missing_values,high
42463,country,FRA,N/A,missing_N/A_string,missing_values,high
48576,country,DEU,,missing_nan,missing_values,high
118314,country,FRA,unknown,missing_unknown_string,missing_values,high
36141,country,GBR,,missing_nan,missing_values,high
70394,country,CHE,,missing_nan,missing_values,high
21350,country,PRT,,missing_empty_string,missing_values,high
59280,country,ROU,,missing_empty_string,missing_values,high
1137,country,PRT,,missing_nan,missing_values,high
106600,country,ITA,,missing_nan,missing_values,high
72329,country,PRT,unknown,missing_unknown_string,missing_values,high
967,country,PRT,NA,missing_NA_string,missing_values,high
56569,country,PRT,,missing_empty_string,missing_values,high
113260,country,USA,NA,missing_NA_string,missing_values,high
109437,country,DEU,unknown,missing_unknown_string,missing_values,high
49802,country,RUS,unknown,missing_unknown_string,missing_values,high
89665,country,BRA,,missing_empty_string,missing_values,high
15761,country,IRL,,missing_empty_string,missing_values,high
14210,country,PRT, ,missing_whitespace,missing_values,high
86615,country,PRT,N/A,missing_N/A_string,missing_values,high
6641,country,POL, ,missing_whitespace,missing_values,high
44769,country,FRA,,missing_empty_string,missing_values,high
45417,country,PRT,,missing_nan,missing_values,high
88467,country,FRA,NA,missing_NA_string,missing_values,high
41167,country,DEU,,missing_empty_string,missing_values,high
69866,country,PRT,unknown,missing_unknown_string,missing_values,high
55722,country,POL,unknown,missing_unknown_string,missing_values,high
113999,country,PRT,,missing_nan,missing_values,high
28739,country,GBR,N/A,missing_N/A_string,missing_values,high
26630,country,NOR,NA,missing_NA_string,missing_values,high
33223,country,PRT,N/A,missing_N/A_string,missing_values,high
110963,country,HRV,NA,missing_NA_string,missing_values,high
91990,country,BEL,N/A,missing_N/A_string,missing_values,high
35531,country,ITA,unknown,missing_unknown_string,missing_values,high
64340,country,PRT,,missing_empty_string,missing_values,high
73063,country,DEU,,missing_empty_string,missing_values,high
64125,country,PRT,unknown,missing_unknown_string,missing_values,high
103933,country,FRA, ,missing_whitespace,missing_values,high
54393,country,GBR,NA,missing_NA_string,missing_values,high
93818,country,PRT, ,missing_whitespace,missing_values,high
59612,country,PRT,,missing_empty_string,missing_values,high
69503,country,USA,unknown,missing_unknown_string,missing_values,high
10973,country,PRT, ,missing_whitespace,missing_values,high
116678,country,DEU,,missing_empty_string,missing_values,high
82450,country,BLR,,missing_nan,missing_values,high
105412,country,PRT,N/A,missing_N/A_string,missing_values,high
72811,country,BEL, ,missing_whitespace,missing_values,high
59750,country,PRT,,missing_nan,missing_values,high
29726,country,GBR,N/A,missing_N/A_string,missing_values,high
57404,country,AGO, ,missing_whitespace,missing_values,high
14641,country,PRT,,missing_nan,missing_values,high
15151,country,IRL,N/A,missing_N/A_string,missing_values,high
27715,country,FRA,,missing_nan,missing_values,high
95105,country,FRA,,missing_empty_string,missing_values,high
86583,country,DEU,NA,missing_NA_string,missing_values,high
19165,country,SWE,,missing_empty_string,missing_values,high
39620,country,GBR,,missing_nan,missing_values,high
80023,country,FRA,unknown,missing_unknown_string,missing_values,high
27855,country,FRA,,missing_empty_string,missing_values,high
97018,country,PRT, ,missing_whitespace,missing_values,high
95244,country,GBR,,missing_empty_string,missing_values,high
79184,country,SRB,N/A,missing_N/A_string,missing_values,high
40710,country,ESP,unknown,missing_unknown_string,missing_values,high
112895,country,ESP,NA,missing_NA_string,missing_values,high
55564,country,ESP,NA,missing_NA_string,missing_values,high
6564,country,ESP,unknown,missing_unknown_string,missing_values,high
68417,country,NLD,,missing_nan,missing_values,high
18570,country,PRT,unknown,missing_unknown_string,missing_values,high
34654,country,PRT,unknown,missing_unknown_string,missing_values,high
103553,country,BRA,unknown,missing_unknown_string,missing_values,high
77579,country,PRT,NA,missing_NA_string,missing_values,high
10738,country,PRT,NA,missing_NA_string,missing_values,high
106219,country,FRA,N/A,missing_N/A_string,missing_values,high
663,country,PRT,N/A,missing_N/A_string,missing_values,high
87126,country,FRA, ,missing_whitespace,missing_values,high
108106,country,FRA, ,missing_whitespace,missing_values,high
105812,country,GBR,,missing_nan,missing_values,high
21575,country,IRL,,missing_nan,missing_values,high
11334,country,PRT, ,missing_whitespace,missing_values,high
100029,country,DEU,NA,missing_NA_string,missing_values,high
115601,country,NLD,N/A,missing_N/A_string,missing_values,high
27211,country,PRT,,missing_nan,missing_values,high
97799,country,ESP,,missing_nan,missing_values,high
112495,country,FRA,NA,missing_NA_string,missing_values,high
82304,country,ESP,unknown,missing_unknown_string,missing_values,high
47864,country,ESP,unknown,missing_unknown_string,missing_values,high
17360,country,POL, ,missing_whitespace,missing_values,high
102714,country,BEL,,missing_empty_string,missing_values,high
108057,country,PRT,,missing_empty_string,missing_values,high
111077,country,DEU,N/A,missing_N/A_string,missing_values,high
66432,country,PRT,N/A,missing_N/A_string,missing_values,high
95823,country,FRA,,missing_nan,missing_values,high
114509,country,AUT,NA,missing_NA_string,missing_values,high
63980,country,ESP, ,missing_whitespace,missing_values,high
108513,country,ISR,,missing_nan,missing_values,high
72192,country,FRA,unknown,missing_unknown_string,missing_values,high
4504,country,PRT,NA,missing_NA_string,missing_values,high
39994,country,PRT,N/A,missing_N/A_string,missing_values,high
29518,country,PRT,N/A,missing_N/A_string,missing_values,high
119338,country,JPN,unknown,missing_unknown_string,missing_values,high
56851,country,PRT,N/A,missing_N/A_string,missing_values,high
52843,country,USA,,missing_nan,missing_values,high
52567,country,PRT,,missing_empty_string,missing_values,high
2888,country,PRT, ,missing_whitespace,missing_values,high
9080,country,ESP,,missing_nan,missing_values,high
4770,country,PRT,unknown,missing_unknown_string,missing_values,high
116642,country,ESP,N/A,missing_N/A_string,missing_values,high
50874,country,PRT,,missing_nan,missing_values,high
55402,country,FRA,,missing_nan,missing_values,high
16156,country,PRT, ,missing_whitespace,missing_values,high
68981,country,BRA,,missing_nan,missing_values,high
44648,country,PRT,,missing_nan,missing_values,high
29709,country,UKR,,missing_nan,missing_values,high
110859,country,SWE,N/A,missing_N/A_string,missing_values,high
83460,country,FRA, ,missing_whitespace,missing_values,high
102678,country,PRT,,missing_empty_string,missing_values,high
80864,country,PRT,unknown,missing_unknown_string,missing_values,high
106834,country,IRN,unknown,missing_unknown_string,missing_values,high
108146,country,PRT,,missing_empty_string,missing_values,high
102859,country,GBR,,missing_nan,missing_values,high
9149,country,GBR,NA,missing_NA_string,missing_values,high
97122,country,DEU,,missing_nan,missing_values,high
5216,country,PRT,,missing_nan,missing_values,high
86614,country,PRT,NA,missing_NA_string,missing_values,high
58933,country,CHE,unknown,missing_unknown_string,missing_values,high
8351,country,PRT, ,missing_whitespace,missing_values,high
62541,country,FRA,N/A,missing_N/A_string,missing_values,high
97988,country,RUS,,missing_empty_string,missing_values,high
105122,country,PRT,,missing_empty_string,missing_values,high
116096,country,DEU,N/A,missing_N/A_string,missing_values,high
103594,country,ITA,,missing_empty_string,missing_values,high
57541,country,PRT,N/A,missing_N/A_string,missing_values,high
49943,country,PRT,unknown,missing_unknown_string,missing_values,high
10360,country,IRL, ,missing_whitespace,missing_values,high
40963,country,PRT,,missing_nan,missing_values,high
69834,country,PRT,,missing_empty_string,missing_values,high
112570,country,DEU,,missing_empty_string,missing_values,high
4010,country,PRT,N/A,missing_N/A_string,missing_values,high
48301,country,PRT,,missing_empty_string,missing_values,high
92394,country,PRT, ,missing_whitespace,missing_values,high
19796,country,PRT, ,missing_whitespace,missing_values,high
75205,country,PRT,,missing_empty_string,missing_values,high
75007,country,PRT,NA,missing_NA_string,missing_values,high
60800,country,ITA,NA,missing_NA_string,missing_values,high
117804,country,DEU,,missing_nan,missing_values,high
95816,country,BRA, ,missing_whitespace,missing_values,high
109589,country,CHE,unknown,missing_unknown_string,missing_values,high
29027,country,RUS,,missing_empty_string,missing_values,high
78690,country,PRT,N/A,missing_N/A_string,missing_values,high
39197,country,OMN,NA,missing_NA_string,missing_values,high
50943,country,PRT,,missing_empty_string,missing_values,high
86287,country,PRT,,missing_empty_string,missing_values,high
70277,country,DEU,,missing_nan,missing_values,high
94911,country,ISR,unknown,missing_unknown_string,missing_values,high
81214,country,PRT,N/A,missing_N/A_string,missing_values,high
50172,country,CHN, ,missing_whitespace,missing_values,high
29452,country,GBR,,missing_nan,missing_values,high
18215,country,GBR,N/A,missing_N/A_string,missing_values,high
25249,country,GBR,N/A,missing_N/A_string,missing_values,high
57731,country,PRT,N/A,missing_N/A_string,missing_values,high
19197,country,PRT, ,missing_whitespace,missing_values,high
17433,country,PRT,NA,missing_NA_string,missing_values,high
71648,country,PRT,,missing_nan,missing_values,high
110037,country,FRA,,missing_nan,missing_values,high
19461,country,GBR,NA,missing_NA_string,missing_values,high
64747,country,PRT,,missing_empty_string,missing_values,high
62996,country,PRT,,missing_nan,missing_values,high
39601,country,PRT,,missing_nan,missing_values,high
57228,country,PRT,,missing_empty_string,missing_values,high
29249,country,PRT,,missing_nan,missing_values,high
25797,country,GBR,NA,missing_NA_string,missing_values,high
35643,country,GBR,N/A,missing_N/A_string,missing_values,high
19108,country,PRT,,missing_empty_string,missing_values,high
92515,country,PRT,,missing_nan,missing_values,high
107875,country,DEU,N/A,missing_N/A_string,missing_values,high
32799,country,GBR,,missing_nan,missing_values,high
81057,country,PRT,unknown,missing_unknown_string,missing_values,high
11898,country,IRL,NA,missing_NA_string,missing_values,high
114345,country,FRA,NA,missing_NA_string,missing_values,high
82968,country,GBR,,missing_empty_string,missing_values,high
83333,country,ESP,,missing_empty_string,missing_values,high
1385,country,GBR,,missing_nan,missing_values,high
43387,country,PRT,N/A,missing_N/A_string,missing_values,high
90917,country,DEU,,missing_nan,missing_values,high
38825,country,BRA,unknown,missing_unknown_string,missing_values,high
90008,country,PRT,,missing_empty_string,missing_values,high
34989,country,GBR,N/A,missing_N/A_string,missing_values,high
79527,country,PRT,N/A,missing_N/A_string,missing_values,high
48693,country,KWT,N/A,missing_N/A_string,missing_values,high
24350,country,FRA,unknown,missing_unknown_string,missing_values,high
90790,country,ITA,N/A,missing_N/A_string,missing_values,high
16000,country,NOR, ,missing_whitespace,missing_values,high
28468,country,SWE,,missing_empty_string,missing_values,high
116292,country,FIN,unknown,missing_unknown_string,missing_values,high
20716,country,PRT,NA,missing_NA_string,missing_values,high
